,diff_mean_02,diff_mean_05,diff_mean_10,diff_mean_25,diff_median_02,diff_median_05,diff_median_10,diff_median_25,dist_ratio.coeff_var,eps.max,eps.ratio,eps.s,expl_var.cor_init,expl_var.cor_x,expl_var.cov_init,expl_var.cov_x,expl_var_PC1.cor_init,expl_var_PC1.cor_x,expl_var_PC1.cov_init,expl_var_PC1.cov_x,h.max,kurtosis,lin_simple.adj_r2,lin_simple.coef.max,lin_simple.coef.max_by_min,lin_simple.coef.min,lin_simple.intercept,lin_w_interact.adj_r2,m0,nb_fitness.cor,nn_nb.cor,nn_nb.mean_ratio,nn_nb.sd_ratio,number_of_peaks,quad_simple.adj_r2,quad_simple.cond,quad_w_interact.adj_r2,ratio_mean_02,ratio_mean_05,ratio_mean_10,ratio_mean_25,ratio_median_02,ratio_median_05,ratio_median_10,ratio_median_25,skewness
True-1500d,1.0,7.0,2.0,3.0,1.0,65.0,80.0,75.0,135.0,2.0,2.0,37.0,6.0,0.0,6.0,8.0,21.0,97.0,9.0,31.0,56.0,19.0,108.0,114.0,112.0,161.0,54.0,101.0,94.0,15.0,21.0,35.0,5.0,36.0,8.0,3.0,0.0,1.0,9.0,0.0,0.0,1.0,79.0,0.0,0.0,0.0
False-1500d,2.0,8.0,5.0,0.0,11.0,53.0,76.0,83.0,128.0,2.0,0.0,96.0,8.0,1.0,15.0,21.0,51.0,72.0,8.0,36.0,72.0,6.0,69.0,91.0,127.0,152.0,64.0,49.0,47.0,18.0,31.0,40.0,11.0,42.0,10.0,4.0,2.0,2.0,6.0,0.0,6.0,7.0,88.0,0.0,0.0,0.0
True-1000d,0.0,3.0,0.0,3.0,2.0,74.0,80.0,82.0,133.0,3.0,1.0,33.0,3.0,0.0,16.0,9.0,19.0,82.0,8.0,29.0,60.0,18.0,104.0,119.0,95.0,162.0,72.0,89.0,101.0,8.0,16.0,37.0,6.0,49.0,9.0,5.0,1.0,0.0,8.0,2.0,1.0,1.0,77.0,0.0,0.0,0.0
False-1000d,3.0,14.0,4.0,4.0,7.0,55.0,69.0,78.0,122.0,0.0,0.0,96.0,14.0,3.0,10.0,24.0,46.0,57.0,11.0,32.0,77.0,10.0,86.0,95.0,110.0,152.0,92.0,46.0,42.0,21.0,15.0,49.0,14.0,52.0,18.0,9.0,4.0,2.0,14.0,4.0,2.0,4.0,53.0,0.0,0.0,0.0
True-500d,2.0,13.0,1.0,2.0,2.0,38.0,67.0,57.0,127.0,2.0,3.0,37.0,13.0,0.0,22.0,15.0,21.0,82.0,14.0,27.0,74.0,5.0,115.0,115.0,55.0,149.0,120.0,50.0,71.0,53.0,15.0,98.0,6.0,82.0,27.0,7.0,1.0,1.0,4.0,5.0,6.0,3.0,13.0,0.0,0.0,0.0
False-500d,5.0,22.0,11.0,4.0,5.0,71.0,61.0,95.0,72.0,5.0,3.0,56.0,26.0,2.0,13.0,23.0,36.0,53.0,14.0,40.0,87.0,12.0,84.0,110.0,79.0,132.0,116.0,33.0,39.0,41.0,13.0,84.0,14.0,64.0,25.0,12.0,7.0,2.0,18.0,4.0,5.0,6.0,16.0,0.0,0.0,0.0
True-300d,9.0,12.0,12.0,11.0,2.0,75.0,47.0,62.0,74.0,8.0,12.0,17.0,10.0,19.0,87.0,20.0,26.0,89.0,20.0,61.0,59.0,11.0,60.0,74.0,76.0,87.0,84.0,58.0,36.0,45.0,22.0,56.0,54.0,73.0,40.0,9.0,9.0,11.0,11.0,14.0,14.0,6.0,38.0,0.0,0.0,0.0
False-300d,4.0,37.0,32.0,24.0,12.0,83.0,53.0,95.0,58.0,7.0,2.0,22.0,23.0,12.0,44.0,22.0,17.0,15.0,15.0,63.0,83.0,18.0,54.0,48.0,44.0,68.0,70.0,78.0,47.0,43.0,4.0,41.0,79.0,78.0,46.0,24.0,25.0,24.0,24.0,28.0,21.0,11.0,22.0,0.0,0.0,0.0
True-100d,3.0,10.0,19.0,2.0,4.0,23.0,126.0,117.0,108.0,14.0,11.0,25.0,18.0,2.0,43.0,33.0,30.0,21.0,18.0,92.0,40.0,30.0,59.0,59.0,100.0,115.0,115.0,43.0,29.0,15.0,3.0,103.0,27.0,115.0,15.0,5.0,8.0,0.0,5.0,2.0,4.0,0.0,9.0,0.0,0.0,0.0
False-100d,6.0,25.0,28.0,5.0,13.0,28.0,122.0,130.0,78.0,5.0,2.0,63.0,51.0,0.0,29.0,55.0,61.0,8.0,22.0,82.0,63.0,39.0,67.0,90.0,67.0,39.0,104.0,26.0,18.0,29.0,1.0,70.0,29.0,66.0,18.0,22.0,4.0,7.0,12.0,5.0,1.0,4.0,26.0,0.0,0.0,0.0
True-50d,6.0,4.0,4.0,1.0,0.0,37.0,154.0,98.0,130.0,3.0,3.0,27.0,6.0,0.0,12.0,13.0,46.0,16.0,5.0,91.0,88.0,25.0,91.0,74.0,105.0,98.0,85.0,63.0,30.0,24.0,4.0,108.0,15.0,89.0,11.0,6.0,0.0,1.0,3.0,3.0,4.0,2.0,35.0,0.0,0.0,0.0
False-50d,7.0,22.0,44.0,0.0,5.0,57.0,131.0,107.0,88.0,5.0,6.0,44.0,28.0,0.0,1.0,39.0,67.0,59.0,49.0,29.0,85.0,2.0,98.0,95.0,37.0,39.0,59.0,59.0,44.0,30.0,12.0,53.0,25.0,46.0,34.0,26.0,6.0,2.0,25.0,14.0,2.0,13.0,26.0,0.0,0.0,0.0
