,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,mutation_n_comps
0_7500_5,6.438836894673412e-05,-0.0002701488941326,1.1088178720285944e-05,-0.0003960443235364,-0.0001741900981642,5.071536801047541e-05,-0.0002519405402237,-0.0008838591825209,-0.0093495106277238,0.0231909572652515,-0.0034376534722012,0.0032560700343339,0.0014933192495794,0.0005189193579247,0.0022429255019413,0.0007880436108326,0.001484185476649,0.0005591281766211,0.0015872231454213,0.0035167354883165,-5.526019735306766e-05,-0.002465465742209,-0.0023702190109966,0.0008332489447247,-0.00220789934429,-0.0159027064175359,-0.0001753035981194,-0.0043757432578902,-0.0100520400353619,-0.0027151155261553,-0.0059069533068347,-0.0022905791643984,-0.0047824026927295,0.0012367729524454,0.0008984514555082,-0.0013072088230795,0.0048717058866411,-0.0001079060727682,4.475976767959536e-05,-0.0002796229778364,-0.0010156540902631,-0.0003452978350627,0.0003512800686754,-0.0004478079785932,-0.0006807178703689,0.0080726063013974,1
1_7500_5,0.0060017160915397,0.0043569649641725,-0.0050463940459751,-0.0002092717941222,-0.0077712256920315,-0.0054762375984188,-0.0060603261305486,-0.0036204580698796,0.016087568398156,-0.0120572475522929,0.0031148502951785,0.0061806783721817,0.0008677573145347,-0.0012376614868217,-0.0045249155600297,-0.0033914747992142,0.0067121098020264,0.0060772112027446,-0.0049949501126048,-0.0023281892000002,0.0039896121811092,8.151664034385496e-05,-0.0040821818014365,0.002838361925474,-0.0065312538282892,-0.0010867932521099,-0.0148247913933949,-0.0074834860980134,0.0312775760418407,-0.0100280522947046,0.0066959458721775,0.0103377679802795,0.009573760131712,-0.0050965595012655,-0.0189394216036369,0.0112362628788856,-0.0130798317088579,-0.0074685052320164,-0.016427702500278,-0.0106166740350969,-0.0010421560648791,-0.0035031035825482,0.0065025878451672,-0.0002511453119221,0.001443142292939,-0.0036333491878689,1
2_7500_5,-0.0006465130504844,-0.0005849010799992,0.0001909369306399,-0.0003399285972817,0.0005837337792979,0.0002098830602865,-0.0009087035882656,-0.000237021200797,-0.0109871942189795,0.0205630720935801,0.000741247877528,-0.0028432978001374,0.0009891705048669,0.003182999188523,0.0008478337178287,-0.000410590118847,0.0010318674413545,0.0023003716477368,0.0014374975364165,0.0041892951464242,-0.0002156673439627,-0.0026290000411813,-0.0028201899809422,0.0002147860397695,-0.0027841130019821,-0.0174693763280703,0.0008518398589098,-0.0047802431677483,-0.0138753234607358,-0.0008398322030138,-0.0072827508573092,-0.001580435691585,-0.0040658104620455,0.0005545825376242,0.0031805483597382,-0.0021487475975519,0.0101074444331053,-0.0007748803283761,7.217484562830409e-05,0.0003694516310489,-0.0001955665252792,0.0008088611732078,0.0013557185839441,0.0008656830193311,-0.000840244140786,0.0050284539533837,1
3_7500_5,0.0067259363355497,-0.0093711297270854,-0.0003013677639182,0.0001244968665196,-0.0092629674505441,0.0053619741699765,-0.0015831643175827,-0.0047669421258861,0.0034753999891044,-0.0027226626391242,-0.0052608347281206,0.010992331752423,0.0002633043228685,-0.0001625105035461,0.0005550553579951,0.0031908653268775,0.0006240122283082,-0.0002120189721028,0.0039765880259418,0.0047150483215596,-0.0032842387762416,-0.003651152727999,-0.005472505076049,0.002375746843361,-0.0010643427182397,-0.0066419472670648,0.0002513080051705,-0.0030908146498985,0.0144277105893503,-0.0160920722364821,0.0081554536438491,0.0044473478741438,0.004287664947187,-0.0020145176809401,-0.0228830767866224,0.0111100646634376,-0.0102950790032176,-0.0064578925494966,-0.0053201137011131,-0.008755482589798,0.0018655982714899,-0.0024822824567071,0.0104693211376302,-0.0015325222632875,-0.0027808326180452,-0.0007225744910253,1
4_7500_5,2.795075570855073e-05,3.8029007104505614e-05,-0.0001987940655909,-0.001017262444557,0.0002954657938902,0.000535573289136,-0.0004789431642982,-0.0008567778853807,-0.0073885605763814,0.0227026925597759,-0.0007602350938943,0.0090011139526658,0.0010772508576059,0.0018045275280324,0.0024769902135523,0.0002467113598626,0.0008224433935676,6.341221255936701e-05,0.0013066067905274,0.0024426244988692,0.0018121687283929,-0.0031691861447975,-0.0010372508539468,0.0002812765123857,-0.001799748154695,-0.0139609622718761,-0.0024451068346211,-0.00320620535876,-0.0119505472881383,-0.0011878797069352,-0.0095359537881379,-0.0044792850247781,-0.0050988099082412,-0.0005722678936523,0.0057240276076233,-0.0020504217897792,-0.0078821388532903,-0.0004266616772408,-0.0001392799190868,0.0001703222410186,-0.0007193046705468,-0.0013539127495223,0.0009915713366794,0.0009466365883374,-0.0005126885208128,0.0079809609829272,1
5_7500_5,0.0039873475411753,0.0046448077504942,-0.002673477628306,0.0075939108516892,-0.0005683500301278,-0.0154843602273227,-0.0072961738847024,-0.0015133866454866,0.0058715029978615,0.0037650965885962,-0.0040558715400441,-0.0045054037724522,-0.000604250900839,0.001019811723123,-0.010085614596923,-0.0079465893924904,0.0084962801109775,-0.0019155628529687,0.0050245765850388,0.0002902031590506,-0.0079577933101271,-0.0062725219113271,-0.0071436644880879,-0.0028001955546313,-0.0103305712935901,0.0116972615911978,-0.0011922266914249,0.0007670080953235,0.039009155854965,-0.0218224159735476,0.0005310426613695,0.0027150084520124,-0.0002021670921356,-0.0033966443365754,-0.0130885652578588,-0.0004561085218959,0.0064262087527953,-0.0030659892039915,-0.0086964305448673,-0.0095574832528983,0.0072131051309647,0.0006287265006512,0.0014857699408662,-0.0088815960749821,-0.0191329667538768,-0.0016621776292541,1
6_7500_5,-0.0010255011449243,0.0002065405177851,6.135327859848351e-05,-0.0009071006402219,0.0004366331772078,-0.0001019514219505,-6.71973735622671e-05,-0.001461173274071,-0.0084803192343882,0.0211609660944817,-0.0036784953307325,-0.0122722631707386,0.000534513021087,0.0010560640288894,0.001513524851351,0.0012743257538159,0.0008277917903841,0.0020703228654239,0.0001212356661438,0.0002776828572755,-0.0016437537936065,-0.0010687029979639,0.0020810772053054,-0.0008059845038654,-0.0022712808868363,-0.0209132141455184,0.0011694838737944,-0.0048054746439141,-0.0118334876401016,-0.0006586357328877,-0.005694462947108,-0.0049496507013685,-0.0041242051157272,-0.0004368203356741,0.0036652272839766,-0.0001334432951674,0.0084740928656964,0.0007563080651655,0.000191833024242,0.0003482062893055,-0.0009284990150481,0.0008011921674547,0.0012468452356597,0.0005259330281799,-0.0001732215641147,0.0111616296564527,1
7_7500_5,-0.0048544025805881,0.0018063432963492,-0.0067521737304547,-0.0092059189698222,-0.0143003256564063,-0.0089286731010885,-0.007177457200935,-0.0065348349470077,-0.0030193722227786,-0.0125462775795825,0.0043344471891533,-0.0101450353411495,-0.0015577898831847,-0.0032132413138856,-0.0080285365774863,0.0050313749720371,0.002491155550418,0.0188414530508161,-0.0029462510202235,0.00455803672188,-0.0020622098107157,-0.0051792328666465,0.0155414924568167,-0.0038856552866605,-0.0058796094179262,-0.0080508141727696,-0.008409359902718,0.002028806896388,0.0542970972436168,-0.000695096001925,0.0028860333546757,0.0089148401711494,0.0134354501930086,-0.0033636954920031,-0.0027873767765569,0.0106643832987612,0.0004698383652457,-0.0034311839023862,-0.0112090291586227,-0.0148474756244883,-0.0005381909945893,0.0017324256444009,0.0054795769393243,0.000824652985457,-0.0024386775600319,-0.0024221461446167,1
8_7500_5,-0.0003029067921526,0.0002991698073223,0.0002479740479898,-0.0011960536609972,-0.0002809337686682,-0.0003437232643875,-0.0004659061990548,5.472757256662743e-05,-0.0067054517637447,0.0192887170129082,-0.0034588027551332,0.0085506769770849,0.0004805849886389,0.0019505727937252,0.0013822424034246,0.0021599634065465,0.0012535935914026,0.001732538743983,0.0006239250687889,0.0024703750780875,0.0003516915066502,-0.000113947921864,0.0026587836624477,-0.0012460886528856,-0.0031091377276233,-0.0240518034048678,0.0012690475780574,-0.0043091824035655,-0.0108679725948882,-0.0013795242591931,-0.0053415991497761,-0.0050303262062584,-0.0103343314023083,0.0004381821336824,-0.0016777972090098,0.0026536782030125,-0.0048265899389445,-0.0007635745629259,-6.813956496407648e-05,0.0001409310961126,-0.0010024310870132,-0.0009171560057818,0.0013355587573894,0.0001034201816028,-0.0002692320995595,0.0094261600167057,1
9_7500_5,0.0122791124092482,-0.0011528909794833,-0.0091125220474132,-0.0061033607539304,0.003635545587542,-0.006171911649198,-0.008198080926618,-0.0023693059249655,-0.0115440403795535,0.0011478487790671,-0.0208619733529871,0.0192919513341912,0.0004798468419666,0.0032169790327223,0.004952722501356,0.0005397208278038,0.0009879582601693,0.0054943914723965,0.0065219536314891,0.0109998211546122,0.0098729702500773,0.0005601424814181,0.0133240496652645,0.0020056398569653,-0.0019404848809059,-0.0154112582429284,-0.0089577307092481,-0.0071656367924084,0.0111964140286581,-0.0160945791251075,0.0038747772333138,0.0040762560692043,-0.0051909349655577,-0.0018192689688788,-0.000894558967708,0.0012932564604906,-0.0059804368196172,-0.0071447735941786,-0.0032294691562304,-0.0040230665635557,0.0011580434519561,-0.0078936543797433,-0.0010288978987071,-0.004528000236073,-0.0095396823504492,-0.0138282707130166,1
