,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,mutation_reference
0_15000_30,-0.0020415980524453,0.0017695896445633,-0.001803895429481,0.0015938414742706,-0.0006331240926122,-0.0007553729779547,-0.0022503367873911,0.003081443455309,0.0001952167642784,0.0056445588153222,0.0038408610349967,0.011023214079929,-0.0017245150905569,-5.08613989054608e-05,0.0111968062607035,-0.0010347777827217,0.0001554594496176,0.0001386406143143,0.0020888962019144,-0.0002602105865233,-0.0014593065411837,-0.0031860631146065,0.0096441085781863,-0.0073814694769574,0.004067812207395,-0.0306349795033521,0.0047006734829922,-0.0006875272611503,0.0052346335389548,-0.0056628486508322,-0.0012690242080074,0.001128505355013,0.0017136513091797,-0.0053204898668292,-0.0051426484303658,0.0025401252787896,-0.0019511772820403,-0.0012791648272714,-0.0012236411989013,0.0004344579719577,2.504458999318834e-05,-0.0003019788085314,-0.000249770132574,-0.0014407402449365,-0.0010651431750641,0.0038796063722727,N
1_15000_30,0.0003543555729919,-0.0034575453092723,0.0002576985834483,-0.0012133199059451,-0.0010823947484495,0.0017270391494366,-0.0018926522775913,0.0026874038356801,0.003785233635713,-0.0149481244084416,0.0137236728370749,0.0074696903051306,-0.0007633962894323,0.0012760144375703,0.0058119639167512,0.0066189808543958,0.0017611450873974,0.0024188982337762,-0.0023574575869084,0.0007598795931323,-0.0017548890052794,-0.0069776975138906,0.0019106207096799,-0.0036769724826985,-0.0059502587569309,-0.036298358307091,-0.0016319268340176,-0.0014689921396755,0.0313423928832992,-0.0074744947788328,0.0101606344056022,-0.0049293473049984,-0.0023858872777486,0.0039950596911106,-0.0625832833317227,-0.0037933078500419,-0.0253541329268763,0.0104233173172836,0.0065501856059729,0.0048811062826842,-0.0106726828094872,0.0016072035737041,-0.0011871965182194,-0.0032110332184867,0.0174332718443714,0.0027199368392547,N
2_15000_30,-0.000734104165303,-0.0093522217116253,0.0002398599640499,0.0039331310924039,-0.0004047736289829,-0.0030571566020084,-0.0020541961619564,0.0007985198712947,-0.001455637125533,0.0062550558509389,0.0036037781732378,0.0034490184656078,-4.712752215450536e-05,0.001057261273436,0.0054712172672139,-0.0044332959413892,6.701396301440756e-05,-0.0001207630596156,0.0028140693298189,-0.0022367355734475,-0.0038609573529832,-0.0013570004730496,0.0026522170706003,-0.0083655394311024,0.0058271350370171,-0.0265689296179051,0.0002376162042891,-0.003337386878628,0.0117771094353603,-0.0026055645202694,0.0004656632529884,0.0034080575811771,0.0097266388613431,-0.0032016872714578,-0.0118755949584888,0.001817649703276,-0.0045540670940103,-0.0035724238948997,0.0047164122055233,-0.0004050277888216,0.0030166534694476,3.454252602435993e-05,-4.566290464116694e-05,0.0004586325091779,-0.0011864264149874,-0.0022433407825962,N
3_15000_30,0.0007155662325515,0.0006197179155776,0.0002945158907035,0.0025533417149423,-0.0003824985264943,0.000675650415249,0.0015626356847089,0.0010507419061366,0.0131205713714032,-0.0114065357648797,-0.0186620930296832,-0.0003956353867207,-0.0005652267355077,0.0021509612782071,-0.0003271064778673,0.0005836035368941,0.0002050066717612,0.0097448671238932,0.0012144680998045,-0.000777001386949,-0.0034280166559414,-0.0017845881999644,-0.0020353522351651,-0.0073701432911833,-0.0184466571771239,-0.0122789349437749,0.0292409145099534,0.0009463058026888,-0.0134110783696074,-0.0041423687729505,6.508370987237865e-05,0.0007491734046343,0.0002394895465301,0.0006275168480625,-0.0152367739162413,0.0045359144035667,0.0178598266396408,0.0010020298320434,0.000505800901143,0.0010131519403397,0.0026596692525782,-0.0005001707445659,0.0010386601198939,0.0001773519393485,0.0021734219677413,0.0005324845428525,N
4_15000_30,-0.0020729703347687,-0.000731355253579,-0.0008693487934041,-0.0001974710360131,0.0005298975116805,-0.0009676142906513,-0.0026051515032984,0.0059983535518479,0.0028183787162462,0.0046790990210533,0.0106983911057485,0.0151848027568246,-0.0001138881149232,-0.0003298530156819,0.0079198212926093,0.0001196893695437,0.0003544114856693,-0.0031108463008329,6.149924754845267e-05,0.0051290247940972,-0.0018571814099617,-0.0076584664405807,0.007244436500185,0.0014578916379682,0.0035249781119751,-0.0318848730958602,-0.0107016438209534,-0.0016409838905138,0.0113852087097973,-0.004441731973907,-0.0025870896235718,-0.0009569827202507,0.002654287688498,-0.0062502454452094,-0.0057958893075085,0.0027613192454146,-0.0071428930447666,0.0008981255118981,-0.0004111324794765,-5.92244863288501e-05,-0.0011337826346978,-0.0007001219675039,-0.0011431384343064,-0.0006938112249751,0.0022506551961065,-0.0008699012243558,N
5_15000_30,0.0018788291658168,0.0011831561716519,0.0017165180155385,0.0003763601731744,0.0007240244435446,0.0009682886736036,0.000266017882341,-2.7902386104471967e-05,0.0009433972163532,-0.0079812943825901,-0.0033751304276479,0.0064473179128779,-0.0028756485492715,0.0010365795027706,0.0078143189713632,0.0065418513165993,-0.0025570469370099,0.0026136727405943,0.0029669675452633,0.0033420320067046,-0.0038842235147729,-0.0051873764888763,-0.0142817357898314,-0.0037004352052799,-0.0029194198812779,-0.0086725166432903,0.0237069608157366,0.0091936850284261,-0.0060243610035637,-0.002032513567056,0.0030640062206819,0.0006281877168212,-0.0004874443215639,-0.0003606762244625,0.0004366669682925,0.0038619229170032,-0.0186681056356836,0.0007011175405997,0.0001403187869104,0.0004494649645407,-9.823993900478608e-05,0.0009867502395409,0.0008817806975022,-0.0006985678851671,-0.0005182488315153,-0.0007987973567573,N
6_15000_30,-0.0008612205066697,-0.000473907205738,0.0002795719338173,-0.0001746909123463,-0.002531932330528,8.517896109032014e-05,-0.0013934497064451,-0.0001022158126112,-0.0049606526387123,0.0202491497915087,-0.0289766336219156,0.0004390275220278,0.0001023306485706,2.2796439616467707e-05,1.394129335780373e-05,0.0003653845835103,0.0003992530538741,0.0003665215257449,0.0015135394547624,6.5755375522121e-05,-0.0017059107214333,-0.0154922589812012,0.0030110560771672,0.0006358340986529,0.0015137765315707,-0.0018080842940951,0.0095355998571405,0.0042698686981133,0.0256679446563188,-0.0033830154795119,-0.0094181409587385,-0.0037915135153574,-0.0032057002325871,-0.0017251028664961,-0.0003279024655666,0.0014582062551068,-0.0166731620551075,-0.000175612573371,-0.00093704698349,0.0014162519469119,-0.0003188030392533,-0.0010851420882799,-3.9546047968262585e-05,-5.0992994293114594e-05,-0.0015695515377737,-0.0006095383120916,N
7_15000_30,-0.000301646260059,-0.0005961777356419,0.0004104074733164,-0.0004575334416524,-0.0004799097583231,0.0004001645796129,6.104906678374637e-05,-0.0007166404566093,0.0017581087024726,-0.0032859277951752,-0.0129292779846838,-0.0042130032782286,0.0005377084933524,0.0023632411837509,-0.0069579950802137,-0.0035974051669422,0.0015450590966928,0.004804758036949,-0.0046848479500551,-0.003212960312786,0.006190839722826,0.0023352455467352,0.0007568476911398,-0.0077887311069546,0.0047101337563791,-0.0105191582286421,-0.0003086116564595,0.0018602656629221,0.0013061013101755,-0.0010644351164152,-0.0014067163784354,-0.0010250412625072,-0.000282438511148,0.0267962049163682,-0.0204630339533294,0.0050235585477433,-0.0039321590348048,-0.0010105356516995,0.0002636397756892,0.0017170690755902,-0.0028507213077959,0.0003298709771845,-0.0018977145974114,-0.0001270256109732,0.0003129471795533,-0.0024158252322255,N
8_15000_30,5.842684319787941e-05,5.947256849286959e-05,0.000198846258113,0.0003502478737109,-0.0012278695682462,-0.0001335076795251,-2.0101250262891038e-05,-0.0003196099396826,-0.0050798267588966,0.0138047005387839,-0.0109558035539828,-0.0020978159766278,0.000415335054381,-5.639873987880413e-06,0.0003200556953852,0.0004629398919132,0.0006325750257551,3.918703912810136e-05,0.0019618926901027,0.0002334725367523,-0.0011278819118731,-0.018377055113592,0.0132842878853434,-0.0035326540155718,0.0013237117587572,-2.2372051213072484e-05,0.0188746637549853,0.0163095962311536,0.0037612934038832,-0.001412767683177,-0.0087108986751515,-0.0032776153777629,-0.004889457297267,-0.0005063700412844,0.001309228254569,0.0015884720421122,-0.016900199381753,-7.916854653806684e-05,1.765241782435718e-06,0.0004605732889032,9.5022645520851e-05,-0.0014771090629904,-7.773352491895894e-05,-0.0001684374748582,-0.0001114501443006,-0.0008062695273998,N
9_15000_30,9.330200141795184e-05,0.0007779382981948,0.0001174706305901,-0.0005614509383913,0.0005446470962515,0.0011267815483344,0.0015348546963426,-0.0002591025895294,0.0015970123045008,-0.0066514230086455,-0.0046079375792658,0.0007633125350082,-0.0033461281282473,0.0041054895008487,-0.0044944136932433,-0.0003173624102681,-0.0014713682122125,0.0058345067611863,0.0005151914550106,-0.0031855995180102,0.0016132479956962,-0.0003742675598087,-0.0011379378077036,-0.0018870621783797,-0.0020723068250482,-0.00741371366544,-0.0074630854790303,0.0263990806300754,0.0029390290270169,-0.0009952465851273,-0.0021675534057234,-0.0028437356138738,0.0002390709460434,-0.0010927843021606,-0.0184538669346137,-0.0053519972578818,-0.0071975432071805,0.0009303285779064,0.000293742580322,-0.000139020583416,-0.0002981569216675,0.0003157745952895,-0.0001961414406644,0.0016132226452904,0.0019302184760529,0.0024631239532677,N
10_15000_30,0.0005648108404898,-0.0001769090143183,0.0005359935749385,0.0001089158583775,-0.0007681494054095,0.0019163557147792,-0.000835504745435,-0.0007494224215216,-0.0056979884361923,0.0183796237208982,-0.0286794838345321,-0.0005182635017167,0.0005388067600414,-5.859223146365864e-05,-2.7663755900848428e-05,-3.752426461455623e-05,0.0001987462416088,0.0005449674471761,0.0013026177444834,-5.265491182985794e-05,0.0008195092483893,-0.0164600061521537,0.0245617101251001,-0.0042541515588958,0.00071365339723,0.0010787136613653,-0.0047373188761406,0.0044393503074889,0.0061506772530974,-0.0033621630454925,-0.0054578369405859,-0.0015375368745068,-0.002068711499928,-0.0002446855022279,-0.0007757521605622,-0.0003727994246549,-0.0163970286361955,-0.0013986353303286,0.0002629093380135,0.0022582898497379,0.0003350046187086,-0.0035648766702514,-1.441900448191757e-05,-0.0021703081047299,-0.0004030136724828,-0.0008633339726504,N
11_15000_30,0.0012074040746026,-0.0013501297844905,8.452158463198277e-05,0.0019761664379478,0.0003526447417966,0.000823327171048,0.0017424045242701,0.001342526701155,-0.0013975330464805,-0.0010962480493372,-0.0103710641398205,-0.0019003773774976,-0.0004341055488871,0.0026211693767284,-0.0022537828401721,-0.0013058720911888,0.0010498396027209,0.0102513278616436,-0.00218375438449,-0.0016747761791305,-0.0005010556214346,-0.0007513210353088,3.520908984525537e-05,0.0001573195994056,-0.0016385483738266,-0.0036377020069766,-0.0030803989086358,0.0312976641051233,0.0001777408052858,-9.043815277953873e-06,-0.0019003906234387,-0.0011455710517924,0.0029622990740636,-0.0025563500804588,-0.0207737241038055,-0.0046976393368656,-0.0157973103945112,0.0002657359432632,0.0012574835854489,0.0003267424034767,-0.0018491932329606,-0.0002587352912956,0.0008746116733338,-0.0006712423901269,-0.0004841046293542,0.0016129096275276,N
12_15000_30,0.000715451577269,0.0025618000103737,0.0015085662487952,-0.000185418402256,-0.0011469586005872,0.0028845266758495,-0.0006378712685377,0.0005091278771051,0.0020904984386712,-0.0037904562147818,0.0189314220404733,0.0008700971283246,0.0011981851466065,0.0019561022330568,0.0041235236682025,-0.000143796085211,-0.0008499582770658,-0.0024097967329103,0.0063501707814012,0.0136770753536504,-0.0070814348038409,-0.0065630055084911,-0.0019331930436366,-0.0022410330613705,0.0042325164563323,-0.0194036899826907,-0.009398390392318,3.8931844777249446e-05,-0.0045785690311424,-0.0164120177084616,-0.0053604030130211,0.0011075644240371,0.0042526105623392,-0.0017459679813277,0.0003481040737093,0.0049711035038277,-0.0122242546962654,-0.0014641673884654,-0.0021022443932849,-0.0006138230675608,0.0024363800009961,0.0006566827184262,0.0004856473686609,0.0004056109144594,-0.0007742257486167,-0.0019876655982995,N
13_15000_30,0.00782335883812,-0.0008615794122761,0.0012199188711427,0.0008354429704027,-0.0007962837152703,-0.0005004940470586,0.0016627203774147,-0.0009811646128539,-0.0004555094017517,0.0013613710803895,0.0011492206522145,0.0043205214532948,0.0004613006449588,0.0006746423083359,0.0060591774575764,0.0009789258646925,0.0004489542341302,-0.0007154095878592,0.002999746550462,0.0083610269580852,-0.0041349439102601,-0.0080666418886633,-0.0007765665244881,-0.006530957733551,0.0024067797392586,-0.0189855697363278,-0.0130296489543911,-0.0037879474598626,0.0112577046099289,-0.0094887555142956,-0.0001051714764614,0.0012590234337452,0.0043276233263128,-0.0032498289342006,-0.006267124311969,0.0038432645704964,-0.0068034054378424,-0.0011823267799557,-0.0039866133229573,0.0020787955243234,0.0010446541432473,-0.0018336571937916,-0.00165364584675,0.0018032999082327,0.0006348859757325,-0.0012687580346652,N
14_15000_30,0.0008423649134735,-0.0002640812673296,5.934086146569315e-05,0.0007746267918102,0.0002555290952668,-2.0696646646237316e-05,-0.0004283065570157,0.0008683530243107,0.0008376450366312,0.0029417683549235,0.0094582171466901,0.0168460079606058,-0.0003159977385183,0.0011176843027197,0.0097984078123202,0.0040031078255559,0.0007095589357107,-0.0013710159568776,0.0038185398579047,0.0034944808782692,-0.0003132231652406,-0.0067280085410265,-0.0056345738761344,0.0037338790503562,0.0029036452344943,-0.0199554666124898,0.0035790019148899,-0.0018128560032127,-0.0078957523563676,-0.008751062494139,0.0001678380274804,0.0011694045158397,-0.0008448159241885,-0.004448075923967,-0.0025178739403891,0.0043306226257483,-0.0096628645173357,-0.00062195992966,-0.0005325654176211,-0.0007472696836975,0.0010703441979376,-7.274725707262629e-05,-0.0005581180255919,0.0010164799393812,0.000135774556,-0.0045765213481681,N
15_15000_30,-0.0001511973321966,-0.0006991062277418,9.634809905748402e-05,-5.62751278420346e-05,-0.000844862787151,-0.0004285866081692,0.0001861876719991,1.0404042905454331e-05,-0.0017770992282433,0.003596411421786,-0.0064247581912517,-0.0025611436726863,0.0002702125649157,-0.0005225281744022,-0.0003917283422734,-0.0007208675057146,0.0006590232796497,-1.225159086438333e-05,0.0007215253401938,2.9095349104660054e-06,-0.0041184075494994,-0.0063696218271995,0.0072774920717102,-0.0030887175865445,-0.0036694245150992,-0.0172255753857978,0.0660649513689077,0.0073475234136345,-0.0092690428567657,-0.0044277627630475,-0.002673266162477,0.0007971012267169,4.542586616882405e-05,-0.0015281088031894,-0.0013120393446546,0.0036926024870166,-0.0241358711007419,-0.0002448551226025,-0.0006166915374291,-8.378034239835648e-05,0.0003256242059847,-0.0005561350548313,-0.0005194720548213,-8.107800891680619e-05,5.560104521960525e-05,-0.0019860095412082,N
16_15000_30,-0.0014793091414032,-0.003110187241939,-1.5050298366912487e-05,0.0002229894510998,-0.0001442059082569,0.001710902458503,-0.0015604981152228,-0.0026136135669734,-0.0008617021579754,-0.0010854146944048,0.0087092402787946,0.0146586658657838,0.0033919968494758,0.0018110074450674,0.0049676776841299,0.0004082657506272,-0.000728911724501,0.0001238871078364,0.0037097341788864,0.0035684798035286,-0.0054713150752093,-0.0066265406228732,0.0007495773940749,0.0032207529971157,0.0024659875464938,-0.0152648084517174,-0.0040385049863805,-0.0008354397082409,0.0007298977336141,-0.0048545859644502,-0.0011406080466357,8.332373373284663e-05,0.0001529256762093,-0.0083342625928036,-0.0031844681181095,0.0032114676563839,-0.0053917805756504,7.863926356863011e-05,-0.0013580628538952,-0.0011880718313331,-5.2836289978743146e-05,-0.0003153199424633,-0.0007934201637186,-0.0014191454276371,-0.0009519585063425,-0.002409742413909,N
17_15000_30,0.0003870032783401,7.310067713812045e-05,-0.0010071908401762,0.0009715626572311,-3.751516286888156e-05,0.000581092832964,0.0006255295420116,-0.0007466054639484,-0.0019603007273998,0.0114830855185069,-0.0163146407596089,-0.0036217785442767,-0.0001716723843916,-0.0001276857137464,-0.0002667194079957,0.0002788068693757,0.0007149232593429,-0.0003616465577924,-4.679047925624407e-05,-0.0003555593502764,-0.0057071649733459,-0.0098302826478469,0.010895903791065,-0.0078029057033814,0.0036556748212446,-0.0163218120729027,0.0353226742696207,-0.0046353764545502,0.0054160653112902,-0.0069635981015218,-0.0021237048616962,-0.0019224956926876,-0.0002279521953626,-0.0019381841289979,0.0008871256210179,0.0033726057808073,-0.0262869329134951,-0.0001025498452661,0.0001324283034958,0.0003515413352482,-0.0002004388547613,-0.0008342362820061,0.0001816786666996,-8.391306618968864e-05,0.001101154230624,-0.005028446370718,N
18_15000_30,-0.0005075107443904,-0.0018819679037388,-0.0001806528197253,-0.0005891394745439,-8.144201285768822e-05,-0.0029715534994218,-0.0006767032414956,0.0011124176393451,-0.0004682967864119,0.0100419417688088,-0.0198890805741935,0.0011905964816636,-0.0001623545592569,-0.0001583519060793,0.0001686870701621,3.1439508281936846e-05,0.0002786981738444,-0.0001562198259995,0.0025845478854586,-0.0019855136664603,-0.0030358236086175,-0.0246753701932574,0.0044616491441157,-0.0011343621282859,0.0061388094455226,0.000348918313746,-0.0072316082523476,0.0156089132862165,0.0203197354447204,-0.0025292557912821,-0.0039350499509202,0.0017921883780736,-0.0071705134489079,-0.0048735029294707,-0.0031288470542937,-0.0007857491831057,-0.0222895458269248,-0.0001555704926077,-0.0017322122706949,-0.0007849720861534,-0.0009463080272946,-0.0021858465020838,-0.0024193611385569,-0.0001685337582081,0.0020750906983664,-0.000289251439808,N
19_15000_30,0.0007276010985609,0.0002088855038146,-0.000626334778445,-0.001446226124109,0.0009880649466284,0.0002401983795222,-0.0004533632205173,0.0021402555804914,-0.0004822321082929,-0.0068241938358918,-0.0145932749872084,-0.0021576248188417,-0.0007493420063641,-0.0006721571220945,-0.0025808224782732,-0.004982812076988,0.0006552511850658,0.0067432286019363,-0.0028392069314669,-0.004524503436543,0.0014228339144012,0.0020945628425951,-0.0015740313976499,-0.008039665622147,0.003110662480009,0.0075698199007171,0.0031868788370198,0.0112146296268174,-0.0005637754927927,0.0007141144514562,-0.0007053966603203,0.0004974361522621,0.0022471337124658,0.0215385598210705,-0.0291598779596764,0.0035123095423904,-0.0130489721170992,8.950024297846655e-05,0.0011773976086723,2.812212927608554e-05,-0.0010340924030515,0.0009944547253775,-6.289563460530681e-05,9.830414733881912e-05,0.0007372588507119,-0.0042508495617801,N
20_15000_30,-0.001496008451088,-0.0175426482298696,-0.0026062779224843,0.002307194565665,-0.0004860876516158,-0.0020683731796933,0.0009424903263762,-0.0026258692044431,-0.00181307567576,0.0008389246919009,-0.0179470563969976,0.0098489908717604,-0.0005347041368492,-0.0004794076208703,-0.0010591401654723,0.0003679139383623,-0.0011011764950192,-0.000619621935547,0.0028871664861098,-0.0002787641628207,-0.005355248156038,-0.0063812333915725,0.0150373197867757,-0.0139107232322337,0.00431958845553,-0.003290054165483,-0.019299658916798,0.0005318215605382,0.0215061605644675,-0.003136055540707,-0.0061236204469993,-0.0008848643579493,0.0139940066210585,-0.0068613846236919,-0.0073343897324449,0.0009945144616678,-0.008609596056594,-0.0010739022406933,-0.0005696549285413,0.0019768780785545,-0.0017554894259174,-0.0025192485079087,0.0043810973986219,0.0001976313482138,-0.0022158158167568,-0.0002410631621301,N
