,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,mutation_base
0_30000_30,0.0013450263952624,-0.0046334946137886,-0.0016263590786603,0.0002241810541155,-0.0009522071202018,0.0006023665141272,-0.0006054014887945,0.0045844530294544,-0.0015962506759872,0.0169576143153622,0.0077841080359886,0.0028200115110395,-0.0015555645891887,-0.0001588754272691,0.0035260733626076,0.0045401670956325,0.0001177606030947,0.0011554450805134,0.0011732647213645,-0.001073002596009,-0.0034885222095978,-0.0056110778868198,0.0055214558565734,0.0011379611513445,0.0018669893405327,-0.0242394778040244,-0.0069843677780033,0.0005071711074169,-0.001522841203109,-0.0018114426710044,0.0032502633959805,0.0008503451204081,0.0020708682549081,-0.0016563793045674,-0.0110728726619578,0.0022229455090478,-0.0088815546648275,-0.0013656424472751,-0.0032915984757572,-0.0002978200590405,0.0007132182451963,-0.0009884517802089,-0.0006927231592011,0.0011773112579673,-0.002538134727877,9.90383824039816e-05,rand
1_30000_30,-0.0015853691663144,-0.0021301926589432,0.0008458520762841,0.0004881576644498,-0.0010397848187688,0.0033518752913672,-0.0038347261948042,0.0012873409037353,0.0019251097971779,-0.0077652620683539,0.0401855780226741,0.0070542798586526,0.0028804243067824,0.0025834923101877,0.0106996147515362,0.0032707980843121,0.0042046809885134,0.0020341110246429,-0.000160376939056,0.0102222364705798,0.0005318571715864,-0.0087099933467047,-0.0175533196797561,-0.0072669623163059,-0.0022902244318419,-0.0311969148449347,-0.0036994746603659,-0.0063037920544785,0.0213023744629531,-0.0063986424411561,0.0085416770583118,-0.0029437316994956,-0.0005608052604031,-0.0005375864443793,-0.034368031484702,-0.001927012104863,-0.0309934474776182,0.0007804533208502,0.0001598480301059,-0.0001871927463533,0.0031899102439012,-0.0012254525088321,-0.0011343005970047,-0.0039529282337627,0.0090973520496589,0.0008264962454006,rand
2_30000_30,-0.0019480270097244,-0.0005184932853281,-3.709635977391513e-05,0.0015834874328217,-0.0004373627399885,-0.0012841627465166,-0.0031235148346864,0.0051493094877907,0.0044473963632897,-0.0009225176867619,0.0039116616566381,0.0076525434887055,-2.6977026921108764e-05,-0.0012912601889978,-0.0007646993668176,-0.00329582077045,-0.0019117967766568,0.0012293387929165,0.0007968105066973,-0.001041934217052,0.0051122653682735,0.0048961593223567,0.0052622317099726,-0.0028494311963796,-0.0009224818028178,-0.0423894816016235,0.0079207984812205,-0.001553733875364,-0.0060782174875089,0.00603370072811,-0.0215447448028813,0.0038116617727014,-0.0011184528371089,0.0046914339508976,0.0056010877401674,0.0003689645202111,-0.0021806086157828,-0.0017649331420781,-0.0005858921005707,-0.0005787652309024,-9.561076543243564e-05,0.0010991906602838,0.0011052705702009,0.0019358050710454,0.0009050044553084,0.006909986484795,rand
3_30000_30,-0.0016636020394539,0.0017905503765715,-0.0002370750580729,0.001549789855299,0.0006816609100283,0.0027744610476905,0.0024001468461802,-0.0007861872286631,0.0024892065309128,-0.0068660883018018,-0.0033238689205766,0.0044181122184005,-0.0018103624142618,0.0003754264385733,-0.0098962645835979,-0.0051156958672759,-0.0001059534176962,0.0083558701966575,-0.0012339495878664,-0.0020453507743526,-0.0009610878390083,-0.002411897080986,-0.0050469896921797,-0.0160974637136649,-0.0113781792436185,0.003269766426807,0.0102263086445856,-0.0102846591259123,0.0006127725900685,-0.0105998984229,-0.003715859013813,0.0010035899889174,0.0105078608917453,-0.0028921159485092,0.0112385409909411,-0.0017001399889462,-0.029807853044394,0.0009081464331879,0.000721235738934,-0.0015801202398595,-0.0052830165648332,-0.0006478449183059,-0.0013382276273579,-0.0002878958382628,0.0110651537675858,-0.0016229770686234,rand
4_30000_30,0.0006245767243056,-0.0146899076736262,-0.0010170437184317,0.0037556832646738,-0.0009448554734948,0.0019687263122843,-0.0029755144774617,0.0098728986766726,-0.0016902677948833,0.0062936390598026,0.0024765805198845,0.0084763865627713,-0.0017770761164879,-0.0006147782541248,0.0059107994092022,-0.0007732579364682,-0.0018406775039988,0.0001899601298079,0.0023448024411172,-0.0039868098153771,-0.0043699614355481,-0.0100912496501388,0.0085816101314319,-0.0062912914079213,0.0061451037412248,-0.0354182761586483,0.0023479660724051,-0.0002856336606723,0.0156674653997164,-0.001966646993264,0.0016955172249297,0.0029034587035996,0.0109038676122781,-0.0059894344675701,-0.0131474949512415,-0.0080224471178926,-0.0065155351041333,0.0014102221419835,5.12949684871294e-05,0.0007729296575161,-0.0018147012619296,-0.003519160746822,0.0022731369568748,0.0005616337018705,6.309802404593641e-05,-0.0010521601533782,rand
5_30000_30,0.0004907147440075,0.0002929763732969,-0.0018390409749789,-0.0028901654073223,-0.0008067559324477,5.858974945455327e-05,-0.0019174018750462,0.002219211116343,-0.0033893442786887,-0.0038603631133647,0.0125187057893502,0.0039725200442335,-0.0046945124571272,0.0017012104844019,0.0008594573241272,-0.0012913019382857,-0.006417783767326,0.0025832952703503,0.0096596349640405,0.0130816193443725,-0.0077644965862819,0.0005392584016651,-0.0136276293466397,-0.0213651511411413,-0.0018319875967845,0.002365607025341,0.0144997668650022,0.0027133634481071,0.0079095426583506,-0.0039366642842663,0.0012576818811626,0.0029806239037311,-0.0001597725414476,-0.0004401896760877,-0.0179915340007574,0.0026864700916546,-0.0227163655923665,7.498021108258574e-05,0.0026801761988952,0.0009185608130732,-0.005091920788491,-0.0009487435776688,-0.0002113829943326,-0.0004982154615836,-0.0013925408354285,-0.0025220218039739,rand
6_30000_30,-0.0006249174158663,-0.0030307850563457,-0.0003817337650001,0.0003817630941001,0.0003566884113758,-7.244415151852956e-05,8.608511226294509e-05,0.0055717363248015,-0.0015713413665746,0.0097310527211111,0.0036652644501271,0.0053705404835377,-0.0005916814874044,0.0001676658955615,-0.0011201122667252,-0.0015753990831921,-0.0005798331632781,-0.000535429767548,0.0007402178048129,0.0001196018324195,-0.0036365944565673,-0.0040499200427201,0.0082457233851267,-0.0075928432122484,0.0014791574627966,-0.0050675180437315,-0.0025227704286787,0.0001640294740026,0.0091710516544723,-0.0003682113665653,0.0031954303594132,0.0020655734401749,0.0025924974201797,-0.0014287685855584,-0.0165578841690221,-0.0010187396384066,-0.015425830029324,-0.0002882375302991,-0.0006016761713536,4.885264505184437e-05,0.0009343048608055,-0.0008237858953802,0.0007494413407563,-0.0001728266624514,0.0008841126867827,-0.0027572198402937,rand
7_30000_30,0.0003139096033489,-0.000650030142236,-0.0003130697316364,-0.0028827181860904,0.0007055150125397,0.0022698477494205,-0.0004641919516231,-0.0030759925576389,-0.0030717611451535,-0.0040593983463748,-0.0110666034996013,0.0014429258843882,-0.0026764393788789,0.0007363753415417,-0.0044359517436494,-0.0013887480473073,0.0016571898539968,0.0041210870762659,-0.0019524411923222,-0.0030063966318881,0.0007619891319281,0.0005606368863129,-9.414131285159996e-05,-0.0013582517561255,0.0021578086058896,0.0058438629838181,-0.0051118504566167,0.0136961680827089,0.0004061501260286,-0.0013695384925668,-0.0003471983418102,0.0035706277495829,0.000638365765393,0.0061908481398035,-0.0080905592909567,0.0029684124281016,-0.0193620030493245,-0.0005513308537678,0.0010210470787622,0.0001465220642224,-0.0007618350717519,0.0004442402416234,0.0029669378109618,-7.189461923372334e-05,-0.0019617260264481,2.6156250635774947e-05,rand
8_30000_30,-0.0011797696916384,0.0004614974257327,0.0014189184537563,0.0008857886953709,-0.0013644254150441,0.000238188501991,0.0004561878429015,0.0031537330824503,0.00106212570048,0.0130038792146356,0.0034467498066487,0.0084859533097325,-0.0011280641804931,-0.0003295787381263,0.0014684862068293,0.0009726780410805,-0.0013923649180723,0.0006343321105176,0.0025349194139032,-0.001423735596532,-0.0025584382118504,-0.00481567594302,0.0006004841202016,-0.0045123246605859,0.0051483221984594,-0.0112577682742949,0.0003338771077133,-0.0027159021488485,0.0125263507030332,-0.0030864535898929,0.0019656561844294,0.0004463635508136,-0.0004165451721917,-0.0030662071076232,-0.0114317853944091,-0.0002161784502841,-0.0200810496616116,-0.0002851460872769,-0.000213330884704,-0.0006193824247319,0.0010735848903913,-0.0009122142832433,-0.0003627962441378,0.0003357250830582,0.000532281835702,-0.0005256974311026,rand
9_30000_30,0.0005670269698457,0.0002134610368637,-0.0006297424006499,-1.0551888548026351e-05,-0.0003021768022774,0.0002966225892679,-0.0006618242915956,-0.0021954822461426,0.0001219193973069,-0.0020663054767069,-0.0110452369698927,4.49432225182513e-05,-0.000989777751744,0.0011506669750791,-0.0046567404991078,-0.0022195516464177,0.0002632660037026,0.0134028468167885,-0.0021436935007961,-0.0013098793036231,-0.0012716938459338,0.0007582495743433,-0.0010189776078215,-0.0015559992425552,0.0001026699646503,-0.0058375100154712,-0.0016835829952865,0.0140456794456447,0.0008452951692908,0.0011568189278184,-0.0012400597348204,-0.0006125215806677,-0.0004894625162128,-0.0019747809921638,0.019431873785445,-0.001503044294889,-0.0317171393052846,-0.0005823077123119,-0.0005042222756756,-0.0003307330134985,-0.0014142324962496,0.0004378404164935,0.0012101733649175,-0.0007044331809856,0.0016647277318921,-0.0006374656685208,rand
10_30000_30,-0.0016732207701014,-0.0146373170720582,0.0005273350480706,0.0019125036267378,0.002494756500921,0.0011665809946389,-0.0026150715827199,0.0045325800958083,-0.0037262097931185,0.0113209005879999,0.0115468684381178,0.0087257229008095,0.0019654724677404,-0.0004328533883079,0.0039395207714983,0.0009233134858626,-0.0019132223357778,-0.0012800340652926,0.0001842974023849,-0.0030282044900658,-0.0049737816598606,-0.0059682462896362,0.0111180230261662,-0.0064607786216319,0.007312997131357,-0.0318371423279496,-0.0062083328268636,-0.0059506192306966,0.0119091080280696,-0.0082433396019472,0.0039471078628761,0.0028026127273926,0.0113960470929013,-0.0064690442799781,-0.0211647528200928,0.0014763248969299,-0.0093175816827989,-8.438306836215469e-05,-0.0011148085753486,0.0002430561253776,0.0022723650595387,-0.0025569643477435,-0.0001767547416831,0.000845161034598,-0.0027652741369843,0.0005791524315913,rand
