,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,mutation_n_comps
0_1500_30,-0.0033130771005894,-0.0003422076365431,0.0029225625594848,0.0002538760195575,-0.0010465758086912,0.0024309662141348,-0.0013955673393241,-0.0023176971162006,0.0006665183548659,-0.0035671095088945,0.0092085067482644,-0.0025702041975003,0.0002791960674649,0.0016458967068414,0.0037557126828485,0.0008735313681382,0.0022391505375744,0.0017193078365774,-0.0027555836645121,0.0116754858288514,-0.0068911918990772,-0.0105052575906697,0.0032476206086622,-0.0021211883176965,-0.0008936556905924,-0.0415905907758503,0.0015275381502077,0.0023969219806488,0.0069726657219332,0.001147310062394,0.0050480029126196,-0.0006300736259929,-0.0053833849914439,-0.0101055292515527,-0.0050446429792241,-9.541827257308312e-05,-0.0001274646307868,0.0002013622622964,0.0004576199924015,0.0022534249773676,-0.0001840813695355,0.0016717255119667,-0.0005039039011437,-0.0013461185505157,-0.0029448125830336,-0.006449560434813,1
1_1500_30,0.0006140365696209,0.0007609651318359,0.0004420670520741,-0.000218847813129,0.0011109293515949,0.003583474766798,-0.006449060148626,-0.000909514269125,-0.0007975813508463,0.0096403179935333,-0.0034036528838992,0.0002707130511635,-0.0001065650887773,-0.0003014213614349,-0.0002837949391028,-0.0003922829111465,-1.2324396962270598e-05,-0.000115584404318,0.0002212308748533,-0.0012411480255887,-0.0013428673241862,-0.0113860342497958,0.0023161430370091,0.0076090460344713,0.002749331255323,-0.0192253940463971,0.0064734577518522,-0.0024626651386135,0.0252375587437033,-0.0148116809567654,-0.0033689244448205,-0.0025184236446473,-1.5154710808380332e-05,-0.0057993582568696,0.0004505702564756,0.008244612686424,0.0016331691436159,-0.0004882479941945,-0.0002299880781894,-0.000734237260386,-0.0015220534671475,-0.0016012805757614,-0.0004114229027956,-0.0064451622572249,-0.0006174222108464,-0.0051524853756919,1
2_1500_30,0.0005240876653213,0.002468306454798,0.0022160355323777,-0.0005056173942808,0.0015455326147134,-0.0004635866995191,0.0007509264100119,0.0057934011256268,0.0013243485098323,0.0036278964834723,0.010492377228886,-0.0065559218956277,-0.0007623077075968,0.000121594769661,0.0027648498047286,0.0013127884376054,0.0009199855118028,0.0022338437791958,-0.0003618156880063,0.0139692583176532,-0.0035550000104453,-0.0143915860554507,0.0014421966265622,-0.0016108602879102,-0.0002484662689556,-0.0405278809339873,-0.0109748790757812,0.0010342084090123,0.0085455577250385,-0.0058539582743647,0.0002172301407807,-0.0002200491701224,-0.00346611668304,-0.007014006239401,-0.0034473734431367,-0.0002719657475817,-0.0003853464796464,-0.0008127928419237,-6.629637843084161e-05,-0.0003719267347158,-0.0007804224825836,-0.0006352432855656,-0.0016131477556492,0.0018738875854634,-0.0019217782572656,-0.009632765369903,1
3_1500_30,-0.0004338281873799,-0.0002327031125738,6.892045000096347e-07,2.362963218867144e-05,-0.0019769598264589,-0.0003094471242439,-0.0047639780699059,4.92191222312545e-05,-0.0002813574284388,0.0150717738873524,-0.0116695319426237,-0.0030938108308903,0.0002849055975417,6.318852156817254e-05,0.0005623358896558,7.873718611143743e-05,0.0004895538547093,2.773912756153136e-05,0.0010288990839571,0.0002432012426515,-0.0021731416871403,-0.0160698765786487,0.0073386478390678,-0.0027460527089997,0.0058844488208314,-0.005428012661011,0.0162998284387371,0.0035994665910669,0.0215190565132367,-0.003268762191823,-0.0043114382534222,-0.0002291102726351,-0.0007412962326664,-0.0009248829616833,0.000173417278406,0.0054770097707652,-0.0085052372852176,-0.0001872371078966,7.242128746120418e-05,-5.2772716230846105e-05,1.0567896596095584e-05,-0.0022448330591906,-0.0008335696750254,-0.0062057113075611,-0.0001046243411041,-0.0020388985825791,1
4_1500_30,-0.001105625195064,0.000195269655272,-0.000883951834111,-0.0006165171531585,-0.0017892052762415,0.0018061170032231,0.0019264291505119,-0.0001162462187999,0.0051765152156266,-0.0116077050918034,0.0024096274874241,-0.0096929742622674,0.0003300148823382,0.0025186263998869,0.0037363695322494,0.0029061431361674,0.0011912169291192,0.0020955965622816,-0.0010620419872375,0.0119569860294912,-0.0081079604977608,-0.0097961215285014,-0.0002205839695943,-0.0090292943765579,-0.0004533785655383,-0.0188551635105047,-0.0012140878655371,0.0031583035798244,0.004388200899968,-0.0027478631817684,0.0032271442074493,0.005308179626095,0.0009863271139502,-0.0038064183482556,0.0032311016758542,-0.0016968851072766,0.0039922604662298,0.0002193817832099,0.0002159809617696,0.0007704478865333,0.0005876266965753,0.0020614041420962,0.0003896946825523,-0.0001915416046053,-0.0012079753620134,-0.0039918966136988,1
5_1500_30,-0.0007982013860504,0.0017116247309282,-0.0002147647866508,0.0013851806628998,-0.001674809027194,-0.0004426306090444,-0.004714662930626,0.0002461481712913,-0.0009013826629602,0.0010519532511299,-0.0255865213542588,-0.0055664775152905,0.0004426803386126,0.0004255858973439,-0.0001148581252765,-0.0001442031575765,9.73479694684402e-05,0.0009385795775193,0.0003196298222268,-5.778453145595589e-05,-0.0015124057215604,-0.0088582784327365,0.0002710091765519,-0.0023589323268863,0.0040357417265192,0.0052213572579945,-0.0067089247016265,0.0068594705616335,0.0170999837880124,-0.0021054946863298,-0.0025985432610308,-0.0020766544645396,-0.0015076783594163,-0.0008730608411734,-5.629441696160637e-05,0.0065406637810777,-0.0003853510124568,0.0004657278745857,0.0006456323746492,0.0021844820621663,0.0004426896608705,-0.0006341715894513,-0.0010469449074268,-0.0036325190808062,-0.0004382393268793,-0.0015605219232659,1
6_1500_30,0.0004991663155408,0.0003417549296147,0.0011961402537446,0.0004787098507632,0.0014700001565867,0.0014500336768783,0.0002656757939211,0.0015456095606001,0.0053134003720825,-0.0141927879715453,-0.0084321750350247,-0.0120489224721213,-0.0007187276219271,0.0041642615079168,0.0022967393599618,0.0041002958886319,0.000121863935567,0.0005097239456,0.0022630251218928,0.0030920080986241,-0.0014889195461706,-0.0064551338561582,0.001530841429468,-0.0048117871987446,0.0003189413788438,-0.0117771551785069,0.0109017514506977,0.0016395738786066,0.0028001559944966,-0.0014951483840973,0.0031398601074043,0.0020341112909939,0.0029511185586735,-0.0023975522418012,0.0022609055537321,-0.0032214067082219,0.0064920931691893,2.588249042405766e-05,0.0011539199615002,0.0006929273239861,-0.0006267772397391,0.002576091072184,0.0010438219733152,0.0008766582256285,0.0001844176788783,-0.0103234332935756,1
7_1500_30,-0.0008182673665644,-0.0001366864075424,-0.0005466547300806,-0.0024841416904888,-0.0021400560537169,0.0014734227409377,-0.0023816582029312,-0.0006361593948752,-0.0059196462482171,0.0008119076643624,0.0046576037056431,0.0146421271915084,-0.0005275991053733,-2.754709682478661e-05,0.0017412397959456,-0.0023841036180785,0.0007999015415005,0.0005069047045521,-0.0005484840978309,0.0057503919595016,-0.003145115430792,-0.0115825777989934,0.0010179026684041,-0.0038467157866707,0.0003743904422176,0.0071792402378832,-0.0129314644608778,-0.0034064987334489,0.0022996799969348,-0.0020695422103711,-0.0002569374224382,-0.0010388769602921,0.0003273610604194,-0.0105435709345479,-3.124141784014774e-06,-0.0026473035801751,0.0019372846001821,-0.0003916348103187,0.0003672230607008,-0.000815074269911,0.0005206949288407,0.0007984161143104,-0.0002120965570319,-0.0026953548393021,-0.0003967616058375,-3.513326340414674e-05,1
8_1500_30,0.0014940333543599,0.0021281652868373,-0.000737570461423,-0.002001822089025,-0.0005826249751682,-0.0015099067780281,1.7572655040991003e-05,0.0017326007428164,0.0005901599638183,-0.0345691044728988,-0.0048781092029789,-0.0070440238508391,0.000823513838428,0.0027526586371511,0.0008194007467584,0.0019346776178601,0.0011827822480967,0.0004171603228896,0.0015377875231311,0.0053728983887322,0.0006776762753477,-0.00641311775679,0.0036222814046574,-0.0060738306286227,0.000342730646807,-0.0099995444943059,0.0121326750627878,0.0012188742913103,0.0037767009761674,0.0018719613615452,0.0042817412205722,0.0024016934501976,0.0002794455750754,-0.0074959124752682,0.0003888023457983,-0.0060236402687398,0.0062040491880026,0.0005947415284374,-0.0008467417907824,0.0025888576179018,0.0009522968842298,0.0018388685955279,0.0015589786669994,-0.00080810394518,0.00048767859789,-0.0081269913984741,1
9_1500_30,6.195664447016368e-05,-0.0036365042446302,0.0002365852826456,9.902207581418528e-05,0.0024898480151716,-0.0045024338376706,0.0003270201662806,-0.0035398959173137,-0.0035590437167595,-0.0087506439562106,0.0104434276537267,0.0114971257967668,0.0001555497496061,-0.001373748232695,-0.0001444548631309,-0.004875916174402,0.0009344243069242,1.945421365419552e-05,0.0035156181251475,0.0130318061964497,-0.0042334587666648,-0.0100250011277726,0.0019034022833687,-0.0185373185656431,0.0026651700444729,-0.0118880527501459,-0.0023508408631023,-0.000133855888247,0.0017515036333412,-0.0100338946411066,-0.0035893811970068,0.0005304522058146,0.0049257800850971,-0.0059408979798645,0.0055739828689899,0.0008920471607072,0.0020995414338476,0.001050365721182,0.0008205742049767,-0.0004384011892144,0.0032756754212878,-0.0003616464258593,0.0012630686036399,-0.0055359556985501,-0.0012671206598397,-0.0014690956561801,1
