,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,mutation_base,mutation_reference,mutation_n_comps,use_archive,crossover,adaptation_method,lpsr
0,0.0002570872445476,-0.0008376195782537,0.0003671693005335,0.0007248791673949,-0.0009580791553092,7.951879275364143e-05,-0.0001985764024181,0.0005814728375304,-0.012002642473104,0.0095114606509935,-0.0076994533404098,-0.0001717053910254,-0.0002652446858468,0.0002048111121363,0.0061768683431321,0.0021248260934938,-0.0005932553530321,-0.0003026496110263,0.0028883444687205,0.0048508380072735,-0.0032088916594863,0.0003942821958904,0.0022617694045871,-0.0046384996787929,-0.0005332800009447,0.0094575810315384,-0.0088744764806193,0.0006127088058572,-0.0016322651259065,0.0019907514142487,-7.339176941243264e-05,-0.0006424541657564,-4.078950002501509e-06,0.0003483176169467,-0.0007840326182236,-0.0008651886843086,0.0016778358695998,-3.575407572950269e-05,-0.0001046052607017,-0.0002458830427192,0.0007079896366652,0.0002773198873768,-0.0006816389002284,-0.0001101266492736,0.0001096628972464,-0.0050964877979387,rand,N,1,True,bin,N,True
1,-0.0006260200063933,-0.0011913055778565,0.000278530685352,-0.0011709816066237,0.0007274934149663,-0.0001346963388527,0.0002771878178789,-0.0007350648571814,-0.0099170424245042,0.0354145598392483,-0.0027522969852725,0.0138666433582634,-0.0001174725956125,-0.0004092074881441,0.0003897558178456,6.381842176535483e-06,-0.0005954210868627,-0.0022666146022715,0.001586154523701,-0.0005381715860145,0.0003199097032956,-0.0018796558556319,-0.0146563494399474,-0.0105643977020485,0.0018513809993148,-0.0043022955401777,-0.004890603530418,-0.014627005827033,-0.0061427625158024,-0.0012730858522238,-0.0023006807039429,-0.0033549195200685,-0.0027070022740565,-3.775701765803277e-05,-0.0029734126859905,0.0025002221472468,-0.0022756271905975,-0.0002420327024819,0.0001990370393578,0.0003854579303596,-8.591232885399479e-05,-0.0005179707758243,-0.0002816846802018,0.000287202317316,7.565472104048249e-05,-0.0053855967001312,rand,N,1,True,bin,N,False
2,-0.0001010791183584,-0.0004618897176382,-0.0010491063480904,0.0003701359173485,0.0002695025224315,-0.0015043775603333,-0.0001423435494845,0.0002919723196054,-0.0072836128361883,0.0043471696367225,-0.0141707842057207,-0.005125837927571,0.0001592885897602,-0.0002096459718665,0.0055410134359053,0.0037636589585445,6.43898540623158e-06,0.0004062985834566,0.0041708743240126,0.0043725772131536,-0.0021313006015243,-0.0009259621638016,0.0012891464452083,-0.0015029270452972,-0.0004564310876859,0.0137907812418932,-0.0056357922756122,0.0005292873945882,-0.0007710868926704,0.0032492832829502,-0.0015772807722944,8.196771009513242e-05,-0.0001357715158816,0.0001868540458121,-0.0001985981069128,-0.0005760967903549,-0.0012149313829003,-0.0010801727379969,-7.527150515611166e-05,-0.0006948095238506,-6.177088771713645e-05,-0.0003147067399463,-0.0005671047021412,0.0003606514667784,0.0005490349935495,-0.0043741340171624,rand,N,1,True,bin,shade,True
3,-0.0002856048612103,-5.573479908071124e-05,0.0003871310085709,-9.19092477886349e-05,-3.177188612200988e-05,-0.0004023296726514,-0.0001208772278285,-0.0002414044696304,0.000613354036284,0.0220070597692221,0.0013808155984122,0.0066980172961236,0.0002201292799976,0.000784588883769,0.0014985010985676,0.0015530431399713,-9.75353876691828e-05,0.0002384944405329,0.0027930200198745,0.003189292689538,0.0001084456777522,-0.0009174244102143,-0.0089202646819427,-0.00549215881839,-0.0001664760553403,-0.0088674052381665,-0.0024940455700493,-0.0068538688284733,-0.0053123405387662,-0.0032710399672243,-0.0050679733312977,-0.0021218661294799,-0.0030570813585356,-0.001429830156484,-0.0048562047598097,0.0034791513547085,-0.0090178112137882,5.986373195356094e-05,-0.0008823694209042,-0.0003246580594604,-0.0005359290582611,7.379408150259954e-05,-0.0004908287729361,-8.92014627726624e-05,0.0003134995396802,-0.006404711565253,rand,N,1,True,bin,shade,False
4,0.0006906034498951,0.0002429289684451,-0.0002379424459186,0.0004796302670199,1.5645072906971906e-05,-3.40468278108474e-05,0.0014076417077151,0.0011878267552613,-0.0081506218719483,0.0079537913239992,-0.012010522103505,-0.0008139884906659,0.0001612709549115,-0.0004289127417186,0.007794759784238,0.0039978722270627,6.775920708511253e-05,0.0003199732718942,0.0040075688920548,0.0035164886843591,0.0005292119144592,-0.002385089100386,0.0014507979286966,-0.0067209825619443,-0.0004779654774885,0.0044208542625558,-0.0030113487537944,0.0011280617050593,-0.0004573837408819,0.0038104585263785,-0.0021163223946813,-0.0034155868873674,-0.0018205029394849,0.0003153387157872,6.555116974782709e-05,-0.0012226903258609,0.000515351261516,0.0008533817957118,-0.0007686922405352,-0.0002325561430757,4.027647605825606e-05,0.0006336260881166,0.0002453722485337,-0.0002918133939216,0.0005903751737073,-0.0051647205421932,rand,N,1,True,bin,jDE,True
5,-0.0045216451108199,-0.0006881934545327,0.0001062517855264,-6.51771455555225e-05,0.0040122301865658,0.0028357385114972,-0.0012861994692024,0.0005975453105363,-0.0014928081947671,0.0020851116754721,0.0124096790920537,0.0081873276153977,-2.914634127757051e-05,0.0001868796426733,0.0021128049891854,0.0030855491927842,0.000302040218024,0.0005231521290793,0.0028405861394119,0.0002547927080086,0.0012107450191124,-0.0044517267551196,-0.0015695059138263,-0.0027568014579634,-0.0013590332557288,-0.011901449060127,-0.0022811226652539,-0.0086432383181768,-0.0045739509121322,-0.0065887514405381,-0.0023295559769459,-0.0028217234993656,-0.004124382104271,-0.0018942325617096,-0.0042896562269509,0.0017597436545055,-0.0014608994649291,0.0070517522107203,-0.0005799532677524,-0.0004553610577621,0.0001477849579975,-0.0029070230694344,-0.0019306337295815,-0.001553993074505,1.1418252434696191e-05,0.0016763084555799,rand,N,1,True,bin,jDE,False
6,-5.5645186840577976e-05,0.0004336759100371,0.0002636357976344,0.0004780935854121,-0.000596675874955,-0.0001749886608108,-3.737933667757128e-05,0.0003252840555188,-0.0066151560497246,0.0028119016329209,-0.0151191478405933,-0.0006274236027252,-2.762023887415818e-05,0.0002505211008298,0.0079260271981923,0.001489438383157,-0.0003057007488302,-1.572638685809139e-05,0.0061452431281051,0.0030546965809913,0.0002680062411952,-0.001970695002117,0.0019882635494264,-0.0051679998642595,-0.0003928479052661,0.0099389677974828,-0.0046035510539715,0.0016939788789716,0.0001077744742696,0.0005840603965578,-0.0008583029844338,-0.0008915218505807,7.713179299217357e-05,2.104467894363614e-05,0.0007795812591719,0.0006293983126134,0.0006297977565455,8.362005946434644e-05,-0.0002105048173656,-0.0001059519531058,0.0005578638087957,-0.0003836542648226,-0.0004564016595605,0.0002399889542463,-1.5381340305105896e-05,-0.0024470462338703,rand,N,1,True,exp,N,True
7,0.0001082241792823,0.000239090142383,-0.0007446765777931,0.0004816101753937,0.0006558772369109,-0.0015479817566602,8.361432411362324e-05,-0.0005693661197244,-0.0027309161863355,0.0201849675468822,0.0006702963772348,0.0198421246608226,-0.0006607564057271,-0.00024831737739,0.0018710104793092,0.0015959571370295,-0.0002029399837509,0.0001182871765887,0.0009138156513933,0.0001237758732514,-0.0013880414553438,-0.0015466738046359,-0.0093923881864822,-0.0099599278888289,-4.7820389286590125e-05,-0.0090602702597266,-0.0026866650915323,-0.0031752495223322,-0.0102241991011223,-0.0021484870510502,-0.0069275334873921,-0.0029221609494334,-0.0027728395363824,0.002438710630166,-0.0038213463986953,0.0029315483327366,-0.0074089920687057,0.0032496102021702,0.0018810443332716,-0.0003273982708309,0.0003775663029313,-0.0010156852221563,-0.0023667090466884,0.0001929591786232,0.0016353696108369,-0.004807994811757,rand,N,1,True,exp,N,False
8,0.0002166065643739,0.0001077600559804,-0.0009684087308624,2.0390502883734596e-05,-0.0001281750940753,-0.0002890747607221,6.777557687180913e-05,0.0004259105374472,-0.0090071532071792,0.0154403772521819,-0.0274522240283077,-0.0035779364726153,5.658271462101178e-05,-0.0004651985978198,0.0061390850674113,0.0019491243750756,-0.0003212227263641,-0.0003538778341317,0.0038077769908144,0.0069691122339296,-0.0014276199265948,-0.0018325695015384,0.0011976878054852,-0.0004223326572775,0.0001725160818036,0.0167634453463056,-0.0038587457761077,0.0003492833082235,-0.000483983580276,0.0018567886068043,-0.0031744047854818,-0.0012880645499867,0.0006173586170329,7.042912812111382e-05,-0.0001810576705831,-0.000250683640178,-0.0002325611443002,0.001035017433234,-0.0001091778831182,-0.000162365982445,0.0001793079570143,-0.0001991129856079,-0.0001149879217448,-6.024303406599195e-05,0.0002977981763266,-0.0070244303626811,rand,N,1,True,exp,shade,True
9,-0.0005298425484267,-0.0012321567321779,0.0006362347926609,-0.0039246508559645,-0.0004153060116812,0.0007762802939357,0.0003933042440965,4.583711980865415e-05,-0.0034435167900362,0.0054067423305267,0.0043077013869821,0.0074086432789431,0.0002576400290733,-2.677438583853732e-05,0.0014049445264732,0.0032497450102851,-0.0007208983461466,-0.000246789713355,0.0010280213102652,0.0012965015010152,-0.0008990196815522,-0.0042636236469362,-0.008083003548481,-0.0025384098434762,-0.0002634641158277,-0.0114045214528209,-0.0003540608071077,-0.0019547681124931,-0.0007521314864556,-0.0034479113822116,-0.0045562263217049,-0.0014538857684059,-0.0055572312085631,0.0002690461716492,-0.0039430090658275,0.0015103230092212,-0.0043448487948494,0.0021751864563363,0.0006214750819204,-0.0005675956076459,0.0001272114714503,-0.0002683798890238,-0.0015687805379657,-0.0012302792704321,0.0029257339017743,-0.0025340531873463,rand,N,1,True,exp,shade,False
