,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,adaptation_method
0_500_5,-0.000297066520492,-0.0001406118055872,-0.0002577288515869,7.135950574987342e-05,0.0001660876385424,-0.0006550929350662,3.6770610258030655e-05,0.0003078033277875,-0.0044320551182568,0.0179570131607877,-0.0132700996862901,0.0006036360248656,0.0001579325907823,-0.000143242787568,0.002415644901554,0.0021214965901782,-0.0001593898640844,-0.0001124973036404,0.0016911170520615,0.0020474245607235,0.0001098627852783,-0.0015060921052199,0.001049100363555,-0.0072202512846396,-0.0001621225485111,0.0107434558278341,-0.0032943632555057,0.0008728767575625,-0.0004089947141667,-9.137453278635446e-05,-0.0010914011909373,-0.0022724864637217,-0.0008438285475259,4.6301629112626615e-06,0.0003179862402174,0.0003391325332249,-0.0029888056163587,-2.3769073273307444e-05,-2.5307376740066203e-05,-0.0001493463771105,2.2428395789875896e-05,4.751716025034552e-05,-0.0003214281290563,0.0002049071492961,0.000147195109703,-0.0055863519813766,N
1_500_5,-0.001857434768977,-0.0013545967822776,-0.0021659278643479,-8.469619748664697e-05,0.0009450529648923,-0.0039507693059374,-0.0003329856980711,-0.0011433291738647,-0.0006998387998262,0.035089121550104,0.0083716910556483,0.002278769440932,0.000834512008694,0.0004372709939448,0.0010416095548488,0.0007661570859246,-0.0008765676469519,0.0008453594600554,-0.0023635317006647,0.001281682230235,0.0023366211974667,-0.00213700309794,0.0033636268448431,-0.0073481216377604,-0.0013805417755083,-0.0269513608423724,-0.00055963988861,0.010848025359019,-0.0098610086142843,-0.0039238980519802,-0.0075601624817947,-0.0035371948060527,0.0007606004872232,-0.0012113382947778,-0.0141231198278211,0.0017523592753972,-0.0104274116093933,0.0005003860922696,-0.0013054062900472,-0.0003627419386635,0.0001253654792996,-0.0016396457747794,-0.0010994485209069,-0.0028035389644721,-0.0007425499380034,0.00392891852193,N
2_500_5,0.0003095413306834,-0.0023670112683646,0.0010033299314167,-0.0002473892944579,0.0002826776961232,0.0001534962099372,-0.0001560642868322,-0.0005081141060165,-0.0060969428124197,0.0208180153770194,-0.0134880216083605,0.0018723680556299,0.0002060843088443,0.0002489446127984,0.00228493662913,0.0015125385093554,-0.0007139621138221,-0.00066731401547,0.0018716236258141,0.0024835893735759,0.0007475285816325,-0.0014708748140968,0.0004743783053459,-0.0033579085749053,-0.0009459858388785,0.0127546499243042,-0.0060807264773479,0.0009654043748179,0.0007313064357541,0.0011254270997803,4.622964043623079e-05,-0.0015582183124851,0.0019812826641619,0.0012845908464509,-0.0020458156789305,-0.0011016774058685,-0.0042601427388697,0.001014144794269,0.000331434277398,0.0003689050324212,9.960539154727704e-05,-0.0003056338364889,-0.001139174600669,0.0007799142312872,0.0005062992335212,-0.0065599775101706,shade
3_500_5,-0.0017064705040048,-0.0026740288030177,-0.0013785700289007,-0.0004990796083829,0.0001088958222619,-0.0039748484493011,-0.0023988817720806,-0.0011695896690383,0.0012446829231266,0.0172401359076864,0.0129799817696048,0.0164140625131903,-0.0001077950279387,-0.0004751625494627,0.0037365987339191,0.0029715641432255,0.0021809287267017,0.0002485064769705,-0.0037489719117218,0.0009160274908273,-0.0005603734299117,-0.0031288360563162,0.0041275255197918,-0.0022915850903343,-0.0004046929029992,-0.0247826309698702,-0.0035669301437997,-0.0033685579700621,-0.0068969604505488,-0.0061686039309651,-0.0085326014672232,-0.0036606050077445,-0.0056237759713127,0.000211600698516,-0.0081771018961944,0.0047490546149666,-0.0115883613659434,0.0041917884650724,-0.0005570635165769,-0.0006925478057354,-0.0023899238569772,-0.0010544094210841,-0.0010706749708823,0.0002040807185628,-0.0007755918153707,0.0038564515685374,shade
4_500_5,5.480930215440319e-05,-0.0018543804321058,-4.672010656523278e-05,0.0002961818615752,-0.0012329483104846,-0.0004121090598115,0.0001460228737878,0.0006453657747217,-0.0036299042791423,0.0251190213606115,-0.0138628409992048,0.0069553785221741,-4.749693581770276e-05,-0.0003725870654407,0.0012765065246899,0.0017121260737203,-2.862502924221943e-05,-8.920461955251798e-05,0.0021025360978856,0.0005062530313651,0.0008039607296027,-0.0022534984781804,0.0010336648776383,-0.0085218490113836,-0.0013695017783467,0.0045261972182745,-0.0056444158571471,0.0009441251335237,-0.0002795363599339,2.121946246992906e-05,0.0001199768108378,-0.002230499313609,-0.0003555023617935,-7.33881411304354e-05,0.0006410658868487,0.0003538453855887,-0.0026356090522077,-4.441280493952887e-05,0.0001835991751285,5.8162591220816814e-05,-3.720111508762398e-05,0.0002240943108154,0.0007315895102158,0.0001946853351758,-0.0013143993265852,-0.007514232823053,jDE
5_500_5,-0.0011706337265241,-0.0002146609021148,-0.0003157789367079,-0.0009375261324632,-0.0001337964634559,-0.0037200932853951,-0.0005166422629998,0.0006059686298719,-0.0106402291936516,0.0167243925797465,0.0102123046125713,-0.0018157800925379,-0.0016020654971592,0.002953994695336,0.0041008870653917,-7.894647561081327e-06,0.0011898997849581,0.0013648129148962,0.0004980538298271,-0.0007921536325097,0.00260470516182,-0.0074600967056665,0.0012396696226622,-0.0115207442471825,-0.0031875064830828,-0.0265577418427548,-0.0019901876876902,-0.0023662296085366,-0.0010114345407043,-0.0030766799777827,-0.0035544993105701,-0.0005746956716482,-0.0015159463116827,-0.0032256661880353,-0.0073400581054566,0.0038837329014533,0.000231538823785,-0.0019592009236439,-5.487106564966487e-05,-0.0008188723183677,-0.0001230799893901,-0.0004279384633519,-0.0009720738030178,-8.376484344271521e-05,0.000522923800036,-0.001891383965303,jDE
6_500_5,-0.0004047127748697,-3.766998876372999e-05,-0.0004754946538611,0.000929226734196,-0.0002287348791233,-0.0010230388136315,1.1111939883891812e-05,0.0007214982088448,-0.0092340372209392,0.0237444525841872,-0.0219820944909926,0.0019525590504136,-0.0001062726581009,-3.31830797937984e-05,0.0041804542904042,0.0015930495562165,-0.0002440865788092,-0.0001854039059254,0.0035456786888534,0.003115043515793,0.000922421625511,-0.000436843428562,0.0023243459745645,-0.0014063170787661,-0.001805232317134,0.0120909758407933,-0.0031301719374594,0.0024171826319886,-0.00037452439974,0.0013058341411697,-0.0027225814959347,-0.0035916373343883,-0.0012579284581437,0.0001401734851531,0.0006908606334455,0.0009097578183697,-0.0036966588502456,-0.0002276917765194,0.0001518182327251,-0.0003051842786688,0.0001314398136485,-0.0003363334621878,-0.0003762019208002,-0.0009994374894143,0.0004684252406945,-0.0043836471348726,N
7_500_5,-0.0009106673036917,-0.0006769038966376,0.0002320748228391,-0.0016859573078832,0.0006657459722513,-0.0014315061880109,-0.0006128648608365,-0.0017512386410957,-0.0020220462290544,0.0177262531843267,0.0046119442728638,0.004977862735882,0.0010748955041871,0.0008526026243652,0.002033510218872,0.0024582420848729,0.0014280316177101,0.0010132553853252,0.0016645583546156,0.0056301406712149,-0.0007510836433384,-0.0021937472392487,0.0053767527291291,-0.0034455784247846,-0.0009995263200502,-0.0206934143456164,0.0001302360090708,0.0176753068412804,-0.0061022754273172,-0.0044553660897485,-0.0127407115806648,-0.0062828197084604,-0.0022305574526959,-0.0024700917190698,-0.0099737943161822,0.0004249282749387,-0.0088394778452626,-0.0024191226967526,0.0003513469103081,-0.0009512383395596,-0.0009693040077507,-0.0005511615414074,-0.0003243858171516,-0.0017017222228512,-0.0001956613353159,0.0057820426837475,N
8_500_5,0.0002209392146503,0.0001451827039427,-8.290288378151984e-05,0.0002269436130194,5.227912132103955e-06,-0.0002474248089226,-9.434407073915947e-05,0.0001195925493464,-0.0058973066974414,0.0185570696631226,-0.0119607898192755,0.0001936795483286,7.021176036368526e-05,-0.0001979590073381,0.0020211634261514,0.0021213888093276,-0.0001688151334117,-0.0001998338610098,0.0024180901927049,0.0024885873868521,0.0007564204241981,-0.0014370186304167,0.0012015563697227,-0.0070242528105021,-0.0004923972943255,0.0084447644944824,-0.0033561804899973,0.0013137658122647,-0.0004270727786067,-0.0002448441846647,-0.0010618188071579,-0.0009384512807416,-0.0007162854512044,-2.5563330325702856e-05,0.0011437479579064,4.241020342889551e-06,-0.0042177033226311,0.0001283758244408,-0.0002085106639247,-0.0001237668486773,0.0003708961964098,-9.408132389329482e-05,-0.0005006226944292,4.877081858604031e-05,0.0002300371981846,-0.0066322422290296,shade
9_500_5,0.0012773157627467,-0.0019089931685295,0.0005936922267485,-0.0017598442698506,-0.0004513010935489,-0.0013408375348138,-0.0010326564311685,-0.0023658212842003,-0.0025014154921794,0.0163023028039313,0.0069437343588948,0.0059525206714928,-0.0012541622084571,0.0003460888041994,0.0004626009243507,0.0050345636100052,0.0027618496525656,0.0019855294493515,8.535362683004628e-06,0.0022873733707395,-0.0014437657108686,-0.0037897430652329,0.0046475753601028,-0.0025447275967511,-0.0028008616580051,-0.030980907056126,-0.0021415903365982,0.0118488958680638,-0.0051569142217272,-0.0053401327533844,-0.007199775607516,-0.0063662655038642,0.0005142503342122,0.0004229750113138,-0.0050611776096296,0.0014997401546697,-0.0062899516655319,0.0014614227166637,-0.0008056611405994,-0.0013113112487461,-0.001868044819123,-0.000138357797145,-0.0003159072630677,-0.0026733142819964,-0.0002830054045264,-0.0040200133467771,shade
