,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,adaptation_method
0_3000_30,0.0003926569104111,0.0007976075140969,0.0005887596826514,1.4647304353813775e-05,3.9015790739491767e-05,-0.0002035380394441,-0.0009032953999598,-0.0002868366839716,0.0006300452851446,0.0034739450155236,0.0009106753156534,0.0040790271347078,0.001561213388544,0.0015742777129528,0.0050938503282445,0.0047631821882183,0.0012841679544229,0.0009310135555526,0.0041201412806095,0.0047113235543105,-0.0041479548791235,-0.0058005989713692,0.0001929051776953,-0.006867865125195,0.0001843335369979,-0.0073617166267517,0.0009981596907596,3.2926894413121694e-05,0.0028857883426815,-0.0031069661124372,-0.0019841514077717,0.0010699135057406,-0.0012978227851438,-0.0033759368302366,0.0001439370023365,0.0014062869244686,0.0052577382153714,0.0012045800209001,-4.8755300891083774e-05,-0.0004914518228394,-0.0005960397852785,-0.0010821007847482,5.946885429764496e-05,-0.0016521065328926,-7.640682635969709e-05,-0.0053585409019871,N
1_3000_30,-0.0022639817579968,-0.002384763541483,-0.0014392770848811,0.0023706278645667,-0.0014856529266182,-0.0003745900244122,-0.0038267026657414,0.0072533491325569,-0.0043162190173782,0.0173035764564355,0.00766666834096,0.0124729694870031,0.0005841608890975,-0.0003522859108776,0.012521930189748,-0.0031826922285457,0.0001196729565483,0.001986466410983,0.0077139675263652,0.0020020104132889,-0.0026577540030531,-0.0086716378415933,0.0107710886409282,-0.0122630042288479,0.0041075035383322,-0.0343694834370362,-0.0022056795011616,-0.0078198377935205,-0.0006004254365256,-0.0079056550766776,5.574331704501246e-05,0.001184833743849,0.0035510642030308,-0.0048979058313291,-0.0063623733335168,-0.0002768223795435,-0.002647070280332,-0.0008085856415173,-0.0023770278206503,-0.0009753209846924,0.0006104424294234,-0.000918728973872,-0.001506835446687,0.0020284312402557,0.0012523538591862,0.0001564217872719,N
2_3000_30,-0.0004175625265893,-0.0004367590168397,0.0013721904247571,-0.000120700685899,-0.0010673719736206,-0.0003573357504233,-0.0019034588982482,0.0005999442298341,0.003114482819621,0.0112390550156117,-0.0002536409167801,0.0011356984924459,0.0007725438848864,0.0011138121197143,0.004104448306436,0.0036229684074086,0.0010367743897627,0.0003410900860931,0.0053281182340604,0.0045201362285409,-0.0018600370396187,-0.0052517103286595,0.0005471572093084,-0.0109695427288716,-0.000379806849183,-0.0065859877076044,0.0015256047868172,0.0003989641983558,0.0024283964681034,-0.0027863846984099,-0.0019099029090337,0.0011734448045412,-0.0002550441202585,-0.0040629993263757,0.0009614535386762,-0.0002984072787542,0.0043758046473378,-0.0005272919511474,-0.0001427414268098,-0.0005987908270357,-0.0019813475335624,-0.0024648475781062,-0.0007201929262286,-0.0016285419190358,-8.077984950256667e-05,-0.002587504098961,shade
3_3000_30,-0.0003554686220418,-0.0020819654270762,0.0001814275386245,-0.0011140286424866,-0.0006663625119505,-0.0012971629691992,-0.0001659780461716,-0.0002622065522576,-0.0021931363696801,0.0149940111924056,0.0016929499467746,0.0027812623302818,-0.000108256388994,-0.0001982589789518,-0.0026032719623266,-0.0010916878776076,-0.0005547410411773,-0.0014472640025371,0.0002542832230582,0.0001268614543575,-0.0031999883486411,-0.0097114467617186,-0.0129026265396993,0.0009418421244584,0.0018690977433434,-0.0046068964767434,0.0061597135298315,0.0051408825602587,0.0178236175774592,-0.0020417287794826,-0.0020732486187309,0.0019296983541792,-0.0003591435147477,-0.0017518629226362,-0.0080830474424947,0.0038811085555511,-0.02404969795421,-0.0006009246287056,0.0005990971186251,8.636907308928201e-05,0.0006691405959665,-0.0005021779689911,-0.0004487659996361,0.0005849888353219,0.0002008548656789,-0.0042497347294368,shade
4_3000_30,0.0002017839481347,0.0001423239818813,0.0003767032958969,0.0001219873463693,-0.0007279882765084,-0.0002306816089711,-0.0007243334566088,0.001693643852752,0.002550904756093,0.004699725935925,0.0030024678511169,0.0006191534370289,0.0010413093078052,0.0027593643561177,0.0052750621955101,0.0054137362673661,0.0009283350579485,0.0009124858685169,0.0039547520461036,0.0057801279894632,-0.005023331237365,-0.0047162110066412,0.000723173711873,-0.0036518642858937,-0.0005178806133678,-0.0067397557501334,-0.0025874396914518,0.0004980795193349,0.0027679574835184,-0.0034357128584507,-0.0016926050287512,0.0007367843680669,-0.0004010318141176,-0.0042725850240468,-6.182170892062388e-05,0.000158547279654,0.0046241726461512,0.0002977869960858,-0.0004147800888597,0.0005198936991701,-0.0001976783231211,5.113654741445892e-05,-0.0001769850715839,-0.0022522206670213,-0.0003882065279324,-0.0057625892257312,jDE
5_3000_30,-0.0055883278326482,-0.000861111515336,-0.0017420237914496,-0.0007358848462066,-0.0018327765549212,-0.0009244434724163,-0.0035025218196382,0.005283893874239,0.0018070702957905,0.017621745502086,0.026622796703445,-0.0020771544346901,-0.0004442430420414,0.0005370896742994,-0.0063174057610944,-0.0026292678860485,0.0009149258100665,0.0007186109865552,0.008706445684128,-0.0008214856637165,-0.0024272179059946,-0.0067213047585857,0.0078636143166456,-0.0101964177602525,0.0002025242360439,-0.0374059228634799,0.0065945202921738,-0.0017334313275784,0.0086272345906644,-0.0081299004846912,-0.0007989937298117,0.0006356941237265,-0.0005318464450494,-0.0069181435110182,-0.0023071847446033,0.001262980764847,-0.0133517951857864,-0.0009638887071345,-0.0012872279998726,-0.0003317537559121,0.0009801039721318,-0.0022877265183214,-0.0019677948710677,-0.0005219441000409,0.0019199242998169,0.0018532246884315,jDE
6_3000_30,0.0009774002031757,0.0015733216769772,0.0010877899620456,0.0007921521298085,0.003497766754422,0.0008183438181622,0.0007852194347292,0.000531615597162,0.0001659163281802,-0.0050239154664075,-0.0028413162712676,-0.0067872390151914,0.0006332361424638,0.0037586339156695,0.0041566998996194,0.0029254732455585,0.0006559298043418,0.0013256689341378,0.00130904941992,0.0037587712085183,-0.010155540928491,-0.0101864383835073,0.0013676610808858,-0.0084288577499214,-0.0007214497329452,-0.0222704034739928,0.0064362741551062,0.001325802508486,0.0041719001577469,0.0003071096241972,0.005006388820594,0.0024704894905194,0.002604108903577,-0.0052401234731,0.0014738810994011,-0.0023041988880303,0.003643188343285,-9.038314168572169e-05,0.0003374939600646,0.0011016527052599,0.0008344259379371,0.0003758556973262,0.0006913594091182,0.0001451802259397,-0.003329752932002,-0.0079649956610418,N
7_3000_30,-0.0004776712542329,-0.0003637797674339,-0.0001786555939652,-0.0004364252514479,-0.0003043119974502,-0.0001269373343536,-0.0002035844719259,6.256461073295685e-05,-0.0002302143125095,0.0166793530704091,-0.0166263318828758,0.0034374165056206,-0.0009857751252623,-0.0010610110086349,-0.0009198173534286,-0.001461082055744,-0.0009367247785958,-0.0002932180408735,5.318436776270186e-05,-0.000763651201219,-0.0016377165549872,-0.0171457516484817,0.0078545006144647,-0.0091959710625075,0.0074919003296231,0.0138769659354649,0.0056858327439999,0.0055288984123556,0.0087870957649209,-0.0022749859074406,-0.0052842841629192,-0.0009145385822511,-0.0016413902785969,-0.0011105966905799,-0.0074184200670817,0.0033581677055793,-0.0184991248983957,-5.335532213308885e-05,-0.0002889510825736,-0.0004251900763435,8.886285364451118e-05,-0.0010346329032743,-0.000632390766274,-0.0001544741053694,-0.0009112814782371,-0.0020610001092208,N
8_3000_30,0.0006675022789059,0.0011878439924739,0.0008574614569012,0.0007602680466988,0.0012000613227436,0.0008627060103551,0.000418359168102,0.0009492753051183,0.0038156243667068,-0.0055692751567226,-0.0107783026819179,-0.0050174481678927,-0.0011901322318675,0.0047259571297471,0.0059972300355181,0.0055209931009981,0.0009217066645598,0.0011775580092889,0.0030501224924682,0.0042738854194789,-0.001911831825954,-0.0058690398138989,0.001334897810849,-0.0046062542700785,-0.0008031967445841,-0.00358321603875,0.0032750980485808,0.0007888796821763,0.0030001020400964,-0.0008683174454933,0.0019872608616063,0.0010604118645153,0.0022682550418108,-0.0052434243043314,-0.0009739715613365,-0.0023562621601722,0.006471748943606,-3.199077910414298e-05,6.621118975540007e-05,0.0004718504337408,0.0001252500833116,0.0012518584084739,0.0001780772575388,0.0002173985611297,0.0007451269147299,-0.0054834721223214,shade
9_3000_30,-0.0004670844832854,-1.6355988673183973e-05,-0.0003012466750894,0.0003769474441596,-6.509119199316642e-05,-0.0002296829261088,-0.0002904331658755,2.4083482829174885e-05,-0.0016538667588607,0.0177898217074497,-0.0155503064899766,0.0009618186249468,-0.000847887786759,-0.0010048406851527,-0.0016070230690726,-0.0013783486428684,-0.0007491872848733,-0.0006280953644507,-0.000737603127125,-0.0011403621688567,-0.0003732078454679,-0.0136300575744643,-0.0075836564055921,-0.0029546100030858,0.0044342595281412,0.0026364084485464,0.00661312125049,0.0193242485133075,0.0099006029840099,-0.0019918089927283,-0.0045144273281987,-0.0010330319886353,-0.0016097874522272,-0.000346860270434,-0.0090812012941647,0.0010747598265567,-0.0250003179345798,-0.0001022520491337,0.000393085859351,-0.000226387308452,0.0003724235328338,-0.0005505207118239,-3.688122053043005e-05,-0.0003223952058446,5.158334756381793e-05,-0.0025910791761807,shade
