,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,elitist
0_1500_5,-0.0100416148712308,-0.0024959192904243,0.0060028011500412,0.0052363281006969,0.0014026127136381,0.0050825143973221,0.0022921821061428,0.0041595833556493,-0.014100217497367,0.0005098641808694,0.011532776006439,0.0061980144044666,-0.0038129098717708,0.0046179486678054,0.001147531133778,-0.0007067690882589,0.0015559281625934,0.0253081620135235,-0.0115553875350475,0.0080643576517486,-0.0133649034625328,-0.0038186044433625,0.0126493671526968,-0.0062691581253132,-0.0024877364643685,-0.0036760073377367,0.0163334949010553,-0.0073686758548046,-0.0116859331580603,-0.0150123507374978,0.0112603876473633,-0.0109130721149619,-0.0036798370049849,-0.0044411107719244,-0.0150772488944905,0.0077316283361774,-0.012797171517739,-0.0076639339251922,-0.0012586438473498,-0.0042428074316183,0.0061790533809906,-0.0019772303025656,-0.0106655362236552,-0.0045427762181424,-0.0050186088810902,-0.0086950343463567,True
1_1500_5,-0.002522957142279,-0.0021548710127966,-0.0064939160154341,0.0004664129854558,0.0045803676979144,-0.0026608317583404,-0.0068422141909535,-0.0015432231163569,0.0165329869276252,0.0041640658563442,0.0007570919559329,-0.0077053622771637,-0.0005246945227954,0.0027234863557078,-0.000955777256491,0.0013060783100549,0.0082754341211506,0.0118997582749379,0.0009940809171983,0.0029811936348345,-0.0012672936074258,0.000999139675209,-0.0120136208947355,-0.0049617314806072,-0.0031760626106312,-0.0074436600279621,0.0001430499992688,-0.0073025850654116,0.0036196705684826,0.0003357866103489,0.0143004512531198,-0.0018786620610473,-0.0065142020695882,0.0011172963562473,0.00178812342834,0.0114889152528627,-0.0161673890035767,-0.0041990956441325,-0.0039892079485872,-0.0073731203892271,-0.0004015817282095,-0.0076213243118841,-0.0084863068852275,-0.0036168488488587,0.0006929502395526,-0.0044339356507018,True
2_1500_5,-0.0082071245903021,-8.954036819338496e-05,-0.0044195547128732,0.0059107131305341,0.0027523479051039,-0.0052849532528927,-0.0006946751430661,0.0015314250474549,0.0088082760719463,-0.0044983633206434,-0.0122587005679842,-0.0011522668159853,0.005856150058016,0.0017992062615497,0.0046961585089919,0.0057614737460465,0.0005060890164117,0.0151784391186842,-0.0007828373310847,0.0050436770352729,-0.0135924978558413,-0.0061029095323137,0.0034049535972709,-0.0011220417537029,-0.0054699232015242,-0.005878657081457,-0.0035404259698493,-0.0080252043167719,0.0001415892653691,-0.0014299496500872,0.0221493618149419,-0.0147696039786727,0.0077464234913962,0.0008202989420719,-0.0072861738787012,0.0078483900145692,-0.0168948742868524,-0.0064782066140465,-0.0028241122040488,-0.0029503514296807,0.0043299192292693,0.0003547813076821,-0.0023913520018713,-0.0039568528675584,0.0011220808736608,-0.0014774117041706,True
3_1500_5,-0.0057135033229253,-0.0021248076763745,0.002130664327835,0.0023351540455854,-0.0009409252530775,0.0017935871546269,-0.0012257344878491,-0.0014969271482903,0.0232769584162274,0.0023716438823362,0.0079315004081641,-0.0036453837683852,-0.0029890107001167,0.0137847342931681,0.002706354424385,-0.0010065431158149,0.0032658001159928,0.0070923110061871,0.0078619483235612,-0.0017185992152381,-0.002058266466131,-0.0055899934619349,-0.0034388958860906,-0.0057743049429666,-0.0047447246637861,-0.0117685085892491,0.0015194824014118,-0.0068360411340785,0.002804080841679,-0.0049968134280562,-0.0087986114693932,-0.0201004152722026,0.0034071391395423,-0.0001695074633288,0.0012572286249942,0.0042525027235316,-0.0156251148178233,-0.008121941182221,-0.0061779070459621,-0.0004190368082888,-0.0025068248562959,0.0013347287517545,-0.00729695987523,-0.0109499504096527,0.0023706044285234,8.553958211013117e-05,True
4_1500_5,0.0010336802602247,-0.0027634866741332,-0.00126818655773,0.0004879439105904,0.0001454684827767,0.0104359229659661,1.893324616691049e-05,0.0026043105629297,0.0038711188854413,0.0043004603366337,0.0018633610019922,-0.008767914236806,0.001799462361236,0.0049575236263043,0.0015904793677452,0.0036495427752776,0.0038832262947973,0.0272514175897815,-0.0078665898728647,-0.003207870426595,-0.0084872340860197,0.0034498787784732,0.0094887596912283,-0.0132040626688,-0.0041056933403101,0.0013579986862123,0.0078767423145399,-0.0012848655714648,-0.0096346245964699,-0.0065654466551896,0.0012233674493116,-0.0065181758011467,0.0079478175649113,-0.0007339421390985,-0.0112903310710175,0.0118827068366763,-0.014321517822031,-0.0047552436737715,-0.0007038123445276,-0.0086722037935232,0.0054716343608682,0.0001970679910005,-0.0080600899111729,-0.0079505833705521,0.0006846589362959,0.0007495408920934,True
5_1500_5,-0.0042506727017167,-0.005143346786986,-0.012193073193226,-0.0014690176960219,0.0005389703754818,0.0077193208554294,-0.0050242491887412,-0.0017561796531629,0.0322841049125275,0.0027084550515403,-0.0027009382035308,-0.0047553130493318,0.0042033091281683,0.0036531932431057,-0.0039305574808909,-0.0012331267880006,0.0095730758012994,0.0342651505315509,0.0011473514909276,-0.0006073586481737,-0.0053411344809676,-0.0076822694507105,0.0139143459431156,-0.0122023783437236,-0.0059120625136236,0.0098146090369553,-0.0077813908889826,0.0056691963679279,0.0031379935008976,0.0007441777238383,0.0001578243826535,-0.0167878919140986,-0.0011546489771727,-0.002479141631871,-0.0040136625947049,0.001594256753704,-0.0128897205604873,-0.0066440564568054,-0.0035126599259001,-0.0015905329461454,-0.0051163849478372,-0.0019515803809911,-0.0026264864723984,-0.0051317146030762,-0.0026118650129836,-0.0044278797711545,True
6_1500_5,-0.0015458332104189,0.0009781357443761,-0.0010403231736783,0.0032230813475447,0.0010927563409221,-0.0007624528566686,0.0015558881635059,-0.0039073860873536,-0.0017593742590724,-0.0034911492662447,-0.0095678406144619,-0.0057239345546598,0.0023980824633827,0.0085610186441124,0.0038203728868474,0.0009784694741877,0.0024879718252199,0.0009008566836655,0.0045530084338975,0.0050095886001196,-0.0107670063070509,-0.0063166679171291,0.0124328756517997,-0.0127735279469599,-0.002603513233486,-0.0103267182601302,0.007731752524235,-0.0124761594433665,0.0172705512111081,-0.0103181332733673,0.0049584175777819,0.002982746233607,0.0009790255898112,0.0028080080587369,0.0008604954108251,0.0030556359711106,-0.0051186709378365,-0.0037860876613504,0.0004476325053662,-0.00145554851951,-0.0021819025359033,0.0083985150222141,-0.0038380553746175,-0.0015699290422523,-0.0013419039479528,-0.0056978472462116,True
7_1500_5,-0.0002977561854294,0.0002517598137143,0.0001151615848177,0.0011247161614288,0.0052403242932728,-0.0006913937456884,-0.0041456156452023,0.0003760396475842,-0.0195100138481072,-0.0147213871572012,-0.01197444281112,-0.0051293188242831,0.0056993833168052,0.0071299103883301,0.00112565104718,-0.0014689945582446,0.0035646043466343,0.0130803913238954,-0.0025171964966708,0.0040929580578461,-0.0202977973698933,-0.0009204724292429,0.0192266620262178,0.0068328232917725,-0.002396794642534,0.0097487362606615,0.0003964125280924,-0.0032075526101004,0.0288747787044978,-0.0012559937507273,0.0013157408134197,0.0043042242482683,-0.000911596655063,-0.0058121325089763,-0.0023751928057619,0.0064915627689562,-0.0055373786784233,-0.0031707293406589,-0.002056710131128,-0.0016208389182165,0.0002585175010198,-0.0028798217196444,-0.0023019102065685,-0.0071449237997249,0.00329790568268,-0.0135771080110912,True
8_1500_5,-0.0052692155398693,-0.0031654459444402,-0.0005711432795522,0.0026178810486499,-0.0057386186649275,-0.0022915796986522,-0.0001852135902722,-0.0015712260350233,-0.0090469693098617,-0.0233273421107868,-0.0185516130581125,-0.0243370922462353,0.0030647782795674,-0.0104778929858211,0.0065046282324413,0.0013672723425848,0.0047732180269656,0.0160913951882855,0.002364087359067,0.0122715021344217,-0.0033328273759409,-0.0019236676236946,0.0066758733424259,-0.0020482238638907,0.0003713240907459,-0.0191886692219051,0.0011947020292688,-0.0075315586536727,0.0507556721176173,-0.0070105846160621,0.0176502241182074,-0.0014523907548426,0.0115778352235271,-0.0042176324279552,0.0063445790014675,-0.00030564924679,-0.0070940461085345,0.0006445407265473,-0.0019218055297325,-0.0088075519708194,0.0016841608777738,-0.0041639305787142,-0.0011542715733179,-0.0021360163290353,0.0007601157521388,-0.0038073629113013,True
9_1500_5,0.0004299295473459,0.0014579027766328,-0.0012810039253388,0.0032634975535393,-0.0047312648615413,-0.0044376637211891,0.0010850938409128,0.0018982156094257,-0.0003340522942223,-0.0042932375305944,0.0086594138158513,-0.0037015647004175,0.0011053173457847,0.0013578503156967,0.0033862142381979,0.0013518035334791,0.0006441299746162,0.0100164508395044,-0.0004555951801625,0.0053468981584721,-0.0122184289700414,-0.0072581972845199,0.0086604735286314,-0.0122644873390423,0.0004746204371946,-0.0025747103897177,0.0061838363753578,-0.0109724610722147,0.0054264958339871,-0.0007676817700225,-0.0041695496172424,-0.0038469479815497,0.0067793248196254,-0.004880207211624,0.0100136183173306,0.003614598218756,-0.0179576173661581,-0.0035608232134711,4.422685257136196e-05,0.0014877959908857,0.0014993888565155,-0.0039743748072747,-0.0027191292918097,-0.0037161329470857,0.0001806780996015,-0.0058264465040968,True
10_1500_5,-0.0044582237965209,-0.0055214277274547,0.0009217026012153,0.0099656103727493,0.006827772357918,-0.0009953932646025,0.0101062623636775,0.0017502456510856,-0.0221624211807132,-0.0140747221560973,0.0078189064351255,-0.027839534763935,0.0142937827940853,-0.0010767291545249,0.0066830263068286,-0.0070994732457886,0.0006516479540453,0.020359273498003,0.000719164200085,0.0004228968808418,-0.0287058297767935,-0.0013001331386335,-0.0116399949830944,-0.0071913817255369,-0.0014807522711357,0.0062092525702776,0.011932008727744,0.0044273375547766,0.0227133781927686,0.0010198850724011,-0.0092457170574931,-0.0003236590202377,0.0012431916879888,-0.0023475762469037,-0.0090094840422631,0.00251859540337,0.0033083432759665,0.0027663951577844,-0.0029871492903957,0.0059633296746697,0.0072008543537361,0.0151210369605068,-0.0040524838720372,-0.0008361019248674,-0.0039808615272198,-0.0018857503267502,True
11_1500_5,-0.0025372288695756,-0.0022445398969658,6.216771710186059e-05,0.001954239783642,-0.0035589292487382,-0.0036529616749017,-0.0025465734516324,-0.0001050110908404,0.0015179877624582,-0.006714500816038,-0.0051030497855935,0.0029541385718575,0.0014137547487896,-0.0012969409899753,0.0025296500621598,0.0014831972269165,0.0011151908966788,0.0084663866512847,0.0037508453577904,0.0042603051600826,-0.011104541976611,-0.001506547488918,0.0033638424905226,0.0068447372844551,0.0001616229263111,-0.0001659939544007,-0.0015296814141736,-0.0067761723040137,0.0040850680216,-0.0083659932786711,0.0047282038210897,-0.0026877398101339,0.0021248557896466,-0.0052665244354536,0.0083943671584338,0.0069619079904809,0.000387521411618,-0.0035383484400362,-0.0024476074952558,-0.0026456692250226,-0.0018481395080977,6.421501904683209e-05,-0.0022088046299246,-0.0019540137914981,-0.0045503400131693,-0.0090055576679528,True
12_1500_5,-0.0047257181101808,0.0016572771961517,0.0019469862037545,0.0007244182675472,0.0046664396317217,-0.0007712754000836,-0.0003985618030831,-0.0010277341109399,0.0149100722521787,0.0010212423799384,0.0012386248661773,-0.0010761422589642,-0.0025195023271705,0.0014681297379691,0.0037363876464615,0.003175313783598,0.0018630715673222,0.0274358631624313,-0.0041224540264039,0.0004514391445374,-0.0170313292195941,0.0034576537911006,-0.0154938097267502,-0.002916920589308,-0.0046065227648976,-0.0102967694257598,0.0022471941797188,-0.0111886154772311,-0.014996561472595,-0.0091606298346311,0.0046486579510083,-0.0154841208764099,-0.000596286406409,-0.0040248027129486,-0.0094960563436916,0.0079893652978164,-0.0040417102326012,-0.0014769882921926,-0.0047645873165457,-0.005766183113323,-8.881014043785133e-05,-0.0009866925789112,-0.001050982707633,0.0096309063014931,-0.000484762458404,0.0010845163185319,True
13_1500_5,-0.0045863862172546,-0.0024681266303786,-0.0006971465808615,0.0007403880808651,-0.0038800416372673,-0.0022500044779994,-0.0025303398373464,0.0022786057274912,0.0130409200599789,-0.0017819543858231,0.0089226305702134,0.0065009417577072,0.0027651157026304,0.0031500540819569,-0.0016380345926455,0.0009794923196257,0.0016149951919308,0.0043417369436348,0.0030174302324225,-4.768710144701828e-05,-0.0045237167779112,-0.001523187622277,-0.0161153018157956,-0.0051407224050429,-0.0014490051965045,-0.0018585170981559,0.000283401949661,-0.0079847570910744,-0.0025111640583462,0.0004845023311112,0.0230237990257055,-0.0056079854499188,-0.0014060893887056,0.0021801348707871,-0.0091893912462546,0.0076537459437218,-0.0055365047383404,-0.0087362773971623,0.0003043171986305,0.0005140034184939,-0.0015917739641627,-0.0008198309298122,-0.007444771915544,-0.0063808087709801,-0.0004176075785925,-0.0036258315766095,True
14_1500_5,-0.008035967731344,-0.0007812871266823,-0.000105277916965,0.0052464683741012,-0.0011589438271699,0.004014208670994,-0.0020740042351149,0.0006410573059627,-0.0299585123354363,-0.0033389576796423,-0.0111568743331594,0.007587287101697,-0.0042636353085814,0.0010303037686199,-0.0016837621708217,0.0048365584243015,0.0055044861205912,0.0108863187542977,-0.0003998246494019,0.0029431198835511,-0.0057432845449506,-0.0007203552198016,9.210572915301524e-05,-0.0076603789748876,-0.0037019299348059,-0.0010424949133124,0.0095901383176726,-0.0109333550910097,0.0130378962956938,-0.0049720433002989,0.0152622972577807,-0.0077922834152655,-0.0043554873280593,-0.0024892066815722,-0.0037699405354166,0.0114683192035165,-0.016155653223313,-0.0036402061522565,0.0051763651547727,0.0006014580928182,0.0126868365840889,-0.0052809309757843,-0.0042480843456598,-0.0030013556944381,0.0028699278203423,-0.0070560908501646,True
15_1500_5,-0.0036987577782829,-0.0037652842998517,-0.0009128229086289,0.0012365967917463,-0.0090127472289544,-0.0005630549612555,-0.0068692644526012,-0.0003022667389626,0.0177947163914399,0.0045715945801745,0.0099226479376162,9.952309843556244e-05,-0.0007146150553843,0.0036027319533777,-0.0009712148524596,-0.0005241059683841,0.001252855515887,0.0028724867440079,-0.0019623585129451,-0.0008847151738404,-0.0046303873660456,-0.0046362635978796,-0.0136860457631837,-0.00868646556345,-0.003918503628095,-0.0027433955202413,-0.0021827019314818,-0.0059109260776586,0.0032405392761039,-0.0038334080952617,0.0226805750250452,-0.0064416336623249,0.0006946549909772,-0.0017538678040603,-0.0046099294089913,0.0104262910594728,-0.0088534782062662,-0.007638274429097,-0.0013159629919112,0.0016626047869172,0.0019137319842701,-0.0044837366245059,-0.00025214552834,-0.0030958537600924,0.0005401401386534,-0.0017739794322206,True
16_1500_5,-0.003001154644843,-0.01063281383277,-0.0029336702338865,-0.0062756377231209,0.0010868412362382,0.0002148588073396,0.001656675986816,-0.0024773911556236,0.0026060571010234,0.0007280702292088,0.0081455190070981,0.0059966590136358,0.0010092981333836,0.0020405992856025,0.0038664408021623,0.0031550383375881,-0.0029441660425513,0.0194180029122251,-0.0014768413669587,0.005403653704758,-0.0012880800454164,0.0049769595668317,0.0059854757281439,-0.0152658688036246,0.0001778524314913,-0.0039160743732861,0.0242771797807476,-0.0093296007454475,0.0094837031829036,-0.0145859977731092,0.0111510197635302,-0.0108027654825355,0.0060451077252395,-0.0007336361187781,-0.0212960139800476,0.0158845241538885,-0.0213696118229201,-0.0096589172869516,0.0019141648992396,-0.0053331358847152,0.0021819751066337,-0.0049031190111443,0.000590104754878,0.0010939768037505,-0.0022183979092015,-0.0021657547256843,True
17_1500_5,0.0008878075759491,-0.0036395089084412,0.0102461515248068,0.0022062499582185,0.0042970165430371,-0.0033518980936359,-0.0057630005984873,-0.0095166361167021,0.0102164919776915,0.0112307735018157,0.012214062019253,-0.018924865850067,-0.0026531890451836,0.0017572209574968,-0.0045679942303826,-0.0057567043165041,0.0096170440690095,0.0200380714677888,0.0057158177583878,0.0019924776704061,-0.0092583915741815,0.0061567593925193,-0.0160617920292911,-0.0113450364000485,-0.0012252429573258,-0.0024196020606046,-0.0072408910339053,-0.0098437431156771,0.0013479231515556,0.0037313130363764,0.0295617033052832,-0.0163698204792456,-0.0044656086375025,-0.0013615518264937,-0.0035332716538823,0.0007978839176741,-0.0065449485048051,-0.0093195712018127,-0.0008272574758956,-0.0095028398192795,-0.0187501468679284,-0.0053522168770231,-0.0105065804779078,7.359549021285522e-05,0.0066886721446763,-0.0050012660197877,True
18_1500_5,0.0009657705247894,-0.0024376691939895,-0.0007300972412011,-0.0006093253898723,0.0005818677017046,0.0001958800326093,0.0033665792457631,-0.0021358987165039,-0.0045362612886417,-0.0044772230258862,-0.0028236377897114,-0.0071290099263588,0.0014642720229539,-0.0017043925087103,-0.0002064839786583,0.0016797299111636,0.0002116972898458,0.0013743668728179,0.0030209882666013,0.0061771279166632,-0.0077545404176468,-0.0008381642197859,0.0061147495373082,0.0044572826305835,-0.00203937599199,0.001425467567381,0.0130631657018932,-0.0114362837937516,-0.0138196440020113,-0.0129227725513553,-0.0068140430380958,-0.0024646413550141,0.0051752205658166,-0.0045286442553145,-0.0029169091611575,0.0036079235791165,-0.0031219155590892,0.0029103604925083,-0.0030033854621966,-0.0026352460933308,0.0033153199849783,-0.00040039950533,-0.0006059892867275,-0.0024044383469995,-0.0037955053808233,-0.0061681292785445,True
19_1500_5,0.0026013116475203,-0.0029272081136781,0.0029789951186827,0.0026560839139408,-0.0020499316784643,0.0052620453363734,-0.0062764410241375,0.0023691971247825,0.0170290088479256,-0.0045471267702042,-0.0004778074454318,-0.011236498163875,-0.0015704687392022,0.0089930131628742,-0.0023171552653638,-0.0012826361056275,0.0043963730046983,-0.0055341509973091,-0.0065725271983983,-0.0007805856150201,-0.0144211070451626,-0.004300744075501,0.0180210307285556,-0.0057853538260932,-0.0023841781139627,0.0075529516615926,-0.0060321521306194,0.0037500935399285,0.006038150670719,-0.0037820291267746,0.0022460290501081,-0.0083955243711146,0.0065311223885706,-0.0040430970544249,-0.0036322691964692,0.0045946836587449,-0.015113308480296,-0.0121821935243803,-0.0018775757862235,-0.0013495525970738,-0.0017798884172131,-0.0043805365031233,-0.0033449286895659,-0.0031031387897113,-0.0094145133386324,-0.0060492719041327,True
20_1500_5,-0.0019278898784044,-0.0011286382834932,-0.0026511271342765,-0.0031465058300464,0.0002750472614648,0.0053248072171947,0.001950818333751,0.0016480140229722,-0.0208965417249877,0.0038278659777457,-0.0048899288805054,-0.0092000548587406,-0.0044401949146162,-0.0004264750247132,0.0019013154435955,0.0017790847999736,0.0037599066607303,-0.0020121433813303,0.0016281952864819,0.0094365671427935,-0.0089203422076977,-0.0063039731671382,0.0064177824999991,-0.0118232058413108,0.0047198534399832,0.0156657152694059,0.0166778662274421,-0.0085538908290963,0.0010076726475659,-0.0140419891778736,0.0015805901335325,-0.0009195741530877,0.0110025355639378,-0.0107999353583794,-0.000330028148262,0.006134965904261,-0.0105149640921621,-0.0020759689119052,-0.002958033300684,-0.0005477475149528,0.0009361591014778,0.0010919079539287,0.0021805940417093,-0.0006269288179795,0.0036925686802019,0.0036014596299376,True
21_1500_5,0.0006525310035176,0.0013748067565388,-0.0019389849032913,0.0015561455946405,0.0009254679651839,-0.0030142729948136,-0.0055305150548555,-0.002398856436865,0.0078078747733273,0.0003303243521239,0.0140035313566971,0.0070180724737735,0.0019220761871996,0.0018741433585498,-0.0006608786911505,-0.0025745783140601,0.0030715649715672,0.0120058790571551,0.0005937588909643,0.0059530372326654,-0.0097924775616997,-0.0038170199281193,-0.0238313017586954,-0.0090323991611801,0.002307904192478,-0.0038316660969533,-0.0103916425476276,-0.0029728480411703,-0.0075374788163802,-0.0014530195583558,0.0031949772951798,-0.0039238469135793,-0.0015032173386045,0.0002024006665132,-0.004955438047578,0.0186933206050729,-0.0008668588643337,-0.0096417956857639,-0.0018698388352489,-0.0046565186011906,0.0015494480208288,-0.00304792009824,-0.0038158193425794,-0.0058932118359467,-0.0072105035150033,-0.0086952624073173,True
22_1500_5,0.0051266107459723,0.0007900704308282,-0.0063238888557997,0.0051060415120615,8.839014330277352e-05,0.0011517976181987,0.0005725482036503,0.0021423415013883,-0.0134469366083282,-0.0118950520585218,-0.0085111831842809,-0.0120316387341282,-0.0036490523642653,-0.0074277677542784,0.0051141839708538,0.0037744460976956,-0.0002569264131968,-0.0159548121330825,0.0052456171097232,0.0099184141633518,-0.0138926221908508,-0.0019334656088883,0.0152984978175454,-0.0045975794102315,-0.0065140547059549,0.0225082835316463,0.0322248247313684,0.0112755825129862,0.0255673863602818,-0.0233311426045834,-0.0009961008547597,0.0010649574159911,-0.0019463556983863,-0.0026744678523189,-0.0168393050609412,0.0117381455186963,-0.0064810993449975,-0.0042756778692825,0.0030307429931753,0.0034051185850245,0.0014648862591151,-0.0014682611170319,0.0022167876174266,-0.0032928288752669,0.0023425186099129,-0.0067496702569443,True
23_1500_5,-0.0053971229710846,0.0021594287071077,-0.0014738740399629,0.004010426074689,-0.003013607090923,-0.003502791653779,-0.0008899902775127,-0.001841323719178,0.0170624500566283,-0.0036701432176918,0.0070305551855918,8.725700950085042e-05,-0.0025022289191619,4.760438691190632e-05,0.0044527240248801,0.0004874953485024,0.0060626744472469,-0.0014302701748601,0.0009680303795057,0.0008825446569813,-0.0074529533133858,-0.0099736120279166,-0.0028384051199226,-0.0032965995041133,-0.0049618740972246,0.0014725271904099,0.0020585633278349,0.0005047657026962,0.0192567704241329,-0.0187108845754634,0.0158843211268171,0.003789084382126,-0.0042263200997073,-0.0018193222423443,0.0010146598988393,0.0112682869143185,-0.015439227382995,-0.0096320054421231,-0.0002455471855455,-0.0018574042824243,-6.526691884437055e-05,0.0009854728842135,-0.0107797919105866,-0.0040055755096825,-0.0062484236483027,-0.0013418178402477,True
