,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,weights_option
0_7500_5,0.0058532397877119,0.0019853643560445,0.0018923862346684,-0.0027196694485904,-0.0008217824391936,-0.0012323981080248,-0.0066348348122393,0.0007762895128269,-0.0047655470852304,-0.0052591708292782,-0.0185209959676604,0.0203007102830442,0.0046238422865944,0.0016334001563183,0.0059557466171125,-0.0001671086862586,0.0032224601253472,0.000409142290374,0.002414135551031,0.0055916745870188,-0.0131703668939443,-0.0007009958836775,0.0035516335204853,0.0153551490790237,-0.0014330992365429,0.0152933353620211,0.0132544314068061,-0.0112098760930025,-0.0323226373032417,-0.0163842143652705,-0.0105254259843618,-0.0162507093695914,-0.0065733787841748,0.0013316592953557,-0.0013981173114859,0.0041784486269311,-0.0028706915376638,-0.0062176445269407,-0.003591419427236,-0.0010070390726571,-0.0012275520226419,-0.0070477401160826,0.0100273597056564,0.0056450546095194,5.140656808788816e-05,0.0153777939049351,default
1_7500_5,-0.0029744130028668,0.0022583347322787,-0.0041739048161614,0.0013137492526636,-0.0006798989306597,-0.0004745166538977,-0.0043527514818,-0.0054502897788005,0.002962777733038,0.0051344991172614,0.001588813123839,0.0202872054447784,0.0032011889288487,0.0014721821943867,0.0032503648303312,0.0048379578567763,0.0031650211497905,0.0007156011677643,0.009857278224474,0.004316405489916,-0.0107818816391613,-0.0032143624135267,0.0068414281959609,0.003438120056959,0.0030150006276602,0.0209321045019536,0.0164448743735289,-0.0126944508654517,-0.0630819403833795,-0.0056662640468099,-0.0150521622424438,-0.0212702289031015,-0.0038232215397587,-0.0030295856460437,0.0050206960641953,-0.0006294979292439,-0.0029211433768722,-0.0119251956913619,0.0053653076980588,-0.0008639166327234,-0.0010587566820959,-0.0039191522903109,0.0005643269432319,-0.0045015485211996,-0.0026634913892026,0.0156229973533495,default
2_7500_5,0.004643550181428,-0.0022313218166406,-0.0034602278120525,0.0017805656627245,0.0047921626596894,0.0001756937387028,-0.0085845509064754,0.0013408379674521,0.0072880240071672,-0.0028042977934847,-0.0174857595793382,0.0372944706108583,0.0016096660310064,0.0007846900254597,0.0030976409701362,0.0021627388939174,-0.0016348986996213,0.0081995621373652,0.0027550311112817,0.0037929993093466,-0.0089690468225737,-0.002573186120839,-0.001236364100521,-0.0025069711552814,0.0001778230301683,0.0080849761773547,0.0288143012790833,-0.0098850124510251,-0.0603884204663182,-0.0061933107628909,-0.0193653244310415,-0.0096541347043494,-0.0079655876044006,0.0070970412687713,-0.0049176124445805,0.0076917439522751,0.0109372191762413,0.0017600027720711,-0.0016807708485566,-0.0018555094846742,-0.0004615402049786,-0.0006145191334838,0.0007780731092712,-0.0016385560501507,-0.0013931679557304,0.0122019888919182,default
3_7500_5,0.0012242126275645,0.0001861317134377,-0.0036540086312366,-0.00384961882376,-0.0017517180088359,0.0028524818500423,0.0009293776701734,0.0046520456083951,-0.0080173825883418,0.0229603261859075,-0.0329120706703786,0.0241382028619793,-0.0020932151549076,0.0009876555827121,0.0014030490725186,0.0028093760061177,0.0006089192963014,-0.0006650136384293,0.0037965581593333,0.0048860944287135,-0.0046408386450533,-0.0019710663254137,-0.0032056402668018,-0.0068958333103147,0.0001700925749775,-0.0032121348409719,0.0285381137097046,-0.0231973397580802,-0.0246940397506653,-0.0064135523712799,-0.0095576727212792,-0.0089335280007294,-0.0095805652357381,5.522306611987394e-05,0.010412001636473,-0.0013048164828205,-0.0050696281879997,-0.0009053058466847,-0.0019309955054499,-0.0001052082037988,0.0012460386337802,0.0090338570493236,-0.0025696937749664,-0.0025537262785395,6.692877078253987e-05,0.0096319158992262,default
4_7500_5,-0.0026027773481737,-0.0012840339480575,-0.0016034511631559,-0.0012133868274003,-0.0043098808544624,0.0005067308376837,-0.0030222678720161,0.0003836509712821,-0.0252499216347894,-0.0204371479563442,0.0095166201597811,-0.0059034559872473,0.0031900386107145,0.0010503351173509,0.0064444918751987,0.0013683452709031,0.0016395637932028,0.0016192241084765,0.0009910991845257,0.0050955590557516,-0.0167250438719776,0.0017096772737974,0.0132678309441358,0.0126033559216609,-0.0149443235461732,0.0320733894937124,0.0303973501688983,-0.0014662583828163,-0.0406778394092287,-0.0111681918478211,-0.0108275790205029,-0.0161595912424208,0.006579474073918,0.0085510348123389,0.0117666453961812,0.00665148387667,-0.0023269501457923,0.0043431089013421,8.07059744913353e-05,-0.0051332305132895,-0.0010995964376898,0.0025211419081281,0.0034020330129063,0.0021727489138132,-0.0018368635272533,0.0039219484444719,default
5_7500_5,0.0012377193114527,0.0035463635557953,-0.0023396892548414,0.0012509785788093,-0.0026884326218985,-0.0014639198146957,-0.0040409384920269,0.0019031316502868,-0.0225485135965923,0.00657780060701,-0.01666051603594,0.0100753061199146,-0.0004461077579431,-0.0024898583803236,0.0046596868815759,0.0037236799831407,0.0001575384634077,0.0073890093045888,0.0013508005810542,0.0072819557263276,-0.01169781305977,0.0027800112152424,0.0002949515876453,0.011587292191109,0.0055840291419633,0.0134309609200678,0.0093031070953676,-0.0100119058623376,-0.0258124621039234,-0.0038062372010711,-0.0152730261025524,-0.0057431877012011,-5.490283703214564e-05,0.0057694092993734,-0.0035132114761798,0.0050929511978725,-0.0075367174603253,-0.0033880260758618,0.0043914855899869,0.0066705025209632,0.0031859021552657,0.0073812739303365,-0.0017077823800643,-0.0045840476823897,0.0035602106364223,0.0114150015317412,default
6_7500_5,0.0014115447217552,-0.0003466110406482,-0.0039416094156501,-0.0065415412257378,0.0110968915333406,-0.0043961179467825,-0.0020669666669223,-0.0004278284228425,0.0172614789072184,0.025434177819034,-0.0089046143566696,0.023367524455446,-0.0034256416327312,0.0019099488207125,0.0078510316431868,0.0005421615750002,0.0044975027880376,3.2680991461655314e-05,0.0042401506291643,0.0017108479799859,-0.0050367535798929,0.0049416856780359,-0.007501650013483,0.0002567526885662,0.0055637482642162,0.0124331699479225,0.0204972410305367,-0.0193431422136987,-0.0564892079334784,-0.0125743267958988,-0.0037058237804815,-0.0184520901664732,-0.0127096173794438,0.0061116768799538,0.0120892938669893,0.0046869307614864,0.0055387554477999,-0.0011334463570129,-0.0017428025326254,-0.0036228043034402,-0.00045616610636,0.0067830148816556,-0.0011020939097119,-0.0023627389819502,-0.0003582400228061,-0.0003355386671427,equal
7_7500_5,-0.0016250505349025,-0.001706911837563,-0.0029998543978217,0.0027073205213278,0.0013104198734388,-0.0025242933482349,-0.0075632219312453,0.0010476720585688,0.0057319929514546,0.0109285301440332,-0.0092018984136978,0.0336387271187183,-0.0009566000315893,0.0033868678247895,0.0069461584121527,0.0017812189931035,0.0017739014248122,0.0040789458641505,0.0050583992246521,0.0034114537907148,-0.0105053935777401,0.0019284465148965,0.0043578991557177,0.0085733160303982,0.0019970982943561,0.0131533189219486,0.0199375321899678,-0.0073024330780248,-0.0620287541613435,-0.0104089458697813,-0.0133084303264262,-0.007961431266009,0.001633320597269,0.0025618001064746,0.0046283035079949,0.0032700028357467,0.0122595786511989,-0.002913734672426,-0.001706629724409,-0.0030067641924548,0.0003177247762284,0.0036815362500184,0.0026251515197888,-0.0056243454537363,-0.0047484355726624,0.0007632473834056,equal
8_7500_5,-0.0019474840666593,0.0008255004398196,-0.0029201190167964,-0.0028305390776636,-0.0005196664145652,-0.0010651503949382,-0.0042752119563345,0.0027164165937082,0.011583466683074,0.0167948115089959,-0.0051048646010727,0.0214266988955432,0.0033963945315808,-0.0024367210186473,0.0065208870630379,0.0029177193685878,-0.0025787951777151,0.0073180520898773,-0.0026667208919989,0.0086004482291786,-0.0075796448496254,-0.0006208225650143,0.0064942464322769,0.0008335218669712,-0.0016047210892907,-0.0022510169068922,0.0046530906308581,-0.0115073511352407,-0.0766038689693914,-0.0070282507853323,-0.015460248906357,-0.0086348349338326,-0.001266269248408,0.0079316538073518,0.0022255419394501,0.0038333289232824,0.0066023028018052,-0.0023246577911697,-0.000766968826518,-0.0019337094670028,-0.0008248615796987,0.000691505760388,0.0022939938918149,-0.0015750777640895,-0.0034260236748312,0.0173729747163569,equal
9_7500_5,-0.0012253174179268,0.0018678224092457,-0.0001143368473227,-0.0057499858388187,-0.001764946292789,-0.0009242179711994,-0.0041861679688757,0.0018726043534872,0.0112811762412282,0.0180684740424574,-0.0149969499943573,0.0215310096384668,0.0037421623337349,0.0003515991680353,0.0029033043522791,0.0022964500862755,0.0013916514484631,0.0053048264797216,0.0044187021511091,0.0066480857204802,-0.0035493834070557,0.0052157532046197,-0.0001632588372566,0.0087445794060875,0.0041915662084097,0.0066665072069329,0.0192687849172593,-0.0228317383784414,-0.0539215651005143,-0.006685200447802,-0.0179190561626168,-0.0083411465269773,0.0011510901178329,0.0015671343137647,0.0069199643539663,0.0026489000679942,0.0015859522533676,-0.0074495817020438,-0.0007047869039703,-0.0014246656597396,0.0012482448550697,0.0037415340456834,0.0004252813534878,-0.0048401648363071,-0.0043542142105346,0.0171986774413998,equal
10_7500_5,-0.0006828753365732,0.0007976508817042,-0.0030677643916655,-0.0008974947439422,0.0022397266507428,-0.0001666681247371,-0.0010415925392823,0.0018764838747367,0.0039385771954884,0.0079589770805284,-0.0037960184102886,0.0332751982861779,0.001304063655259,0.0060180215689751,0.0083525012941858,0.0039155847846809,0.0029599309562391,-0.0008399627274375,0.0012650764479005,0.0020433330585213,-0.0199030038506609,0.0042013520775269,0.0107752194629334,0.0063351194655368,-0.003773613061133,0.0223449106129306,0.0236940711853949,-0.0053059224422332,-0.0344963095923157,-0.0125912214233275,-0.0185279489862657,-0.008725577760354,0.0045968662232767,0.0078134467667562,0.0064085951741668,-0.0014615855863971,-0.0035782359164338,-0.0030747420081564,-0.0024523757662584,-0.001735374026316,-0.0007246102967151,-0.00013174037177,0.0024987014720369,-0.0012716012657993,-0.0045270065521029,0.003391418573961,equal
11_7500_5,-0.0015208719640217,-0.0044728757742003,0.0020634374278437,-0.0031215984832643,0.001390092366783,-0.0003899239686109,-0.0005740907090833,-0.0004368877880445,-0.0058621720182127,2.626619362543122e-05,0.0005817630976093,0.0265049506198841,0.0030975997210814,-0.0003682398172107,0.0057272069718002,0.0011348592446405,0.0001341374180824,0.0056085887341339,0.003592417531055,0.0025912171845491,-0.0119533442851368,0.0071976361170092,0.0027493350988842,0.0102297682532645,-0.0060726364817152,0.0295850756504193,0.0256663181101995,-0.0072249881984642,-0.0346395285044928,-0.0129882422390433,-0.0086947362735067,-0.0009571435832555,-0.0015346751454642,-0.0013662519843184,0.0061121775003107,0.0030114998273298,-0.0034618515568021,-0.0065247657111988,-0.0022954052220003,-0.0053146930394707,0.0022470487738709,-0.0010157127557541,0.0015076481422936,-0.003957174393218,-0.0015095953517202,0.0003453248567087,equal
12_7500_5,3.5630077599219506e-05,-0.0013595840003199,-0.0011442601146511,-0.0028112870322295,0.0070015034086688,0.0016567503955844,-0.0022598189897185,0.002044570851924,0.0087782245525309,-0.0022663736740317,-0.0253611821189299,0.0134054343942274,-0.0001073044830501,0.0004861467249624,0.0044637165726138,-0.0007158808222552,0.0021580981690558,-0.0007560140869208,0.0003718100608054,0.0025153706117411,-0.0094382793155673,0.0014549670115858,0.0129663587833422,0.0127609255229032,0.0006552799008976,0.0095247420458894,0.0301594985831749,-0.0050103051660271,-0.0818328245488843,-0.011248337494786,-0.0117514593057183,-0.0139248342288519,-0.0003570378692867,0.0050539789270601,0.0152935597202521,0.0044041416368549,0.0045873247585428,-0.0006412463701371,-0.0008422568878712,0.0004563550786514,0.0034110156942193,-0.0029275558153223,0.0040220463645332,0.0022126271746375,-0.000836245329443,0.004751876783726,1/2^lambda
13_7500_5,0.0040831959123216,-0.0076453539442804,-0.0003706169498444,-0.0056694471536452,0.0048072708351805,-0.0010965314897242,0.0023021333897151,0.0034765777687384,0.0251511972009134,0.0290245826106318,-0.0229766735329904,0.0174037796236297,-0.0065842270162923,-0.0019573842912261,0.0060052886830337,0.0030529045855179,0.0018117453352706,-0.0095856536062064,0.0084963702027713,0.0032690585482953,-0.0015126246964542,0.0013937192247578,-0.0053885339400112,0.0092410704661746,0.0066212044966282,0.0063363079440369,0.0100719052336141,-0.0164535286289643,-0.0538434730071082,-0.0054918464494077,-0.008534508922257,-0.0181046339993572,-0.0002991839326215,0.0050879796755529,0.0170737791468734,0.0057777572604959,0.0032408649162422,-0.0036502487771843,-0.0015997528655353,-0.0015375982079843,0.0022634876922714,-0.0025144581770861,0.0017300075445749,-0.000728692282812,0.0011143027766064,0.0049165516081588,1/2^lambda
