,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,local_restart
0_250_5,-0.003270359976395,-0.0012451166913439,-0.0007002237064444,-0.0016253734367126,-0.0020034194936487,-0.0026627967575038,-0.0014359971709465,-0.002635082262881,-0.0025702315883727,0.0132721603801045,0.0034846900758636,0.017375841012572,0.0002910141808693,-0.0004168400502936,0.0027837798615939,0.0017591557925949,0.0004733456317032,0.0003573789860491,0.0034788359709801,0.0063201395076832,-0.00095252793739,-0.0013533005481839,0.0033388703037793,-0.0012227715227119,-0.0027434205255029,-0.002844075729571,0.0041246019705049,0.0057080982625426,-0.0067152642648587,-0.0050683900603635,-0.0031961380663629,-0.0028190199628062,-0.0009368743137986,-0.0017357063682741,-0.0139330190452104,-0.000768585718507,-0.0138855278213069,0.0012811739443818,-0.0005233253725818,-0.0018395822683474,-0.0030472073728575,-0.0029571427000825,-0.0002387720929674,-0.0010890003911657,-0.0028200905236737,0.0013814975914082,N
1_250_5,-0.0040200020275272,-0.0016966762662045,0.0008187773389631,0.0005534045126322,-0.0007076802065569,-0.000206344197382,-0.0005796067121893,0.0008803066416522,-0.0052128223221323,0.0106143803852024,-0.0011047191478929,0.0154706368037008,-0.0010571183287596,-0.0010171098312816,0.0012658403973249,0.000811409148444,0.0004302296833518,0.000115328931276,0.0030004131701187,0.0006867342609138,0.003600067328463,-0.0008463038083909,-0.0159349144667743,-0.0067383780544487,-0.0018435632207983,-0.0076199690902466,-0.0019346967268561,-0.003081372607188,0.0005643915465293,-0.0077761686193125,-0.0029740048770815,-0.0004395128617516,-0.0007002838632297,-0.0011356984906751,-0.0002090051603656,-0.0011103482347399,-0.0019725853236908,-0.001059203049284,-0.0008228620627858,-0.0016642573259975,0.0026568098483136,-0.0011473459859739,-0.003932001004633,-0.0020926779657006,-0.0007689112967127,0.0015208392723296,N
2_250_5,-0.0015376041691822,-0.0021873810479962,-0.0015448609996082,-0.0016980860169028,-0.0011286211955855,-0.001786349054101,-0.0012822913275075,-0.0023114200336849,-0.0067791386683048,0.0326819237804642,-0.0021893211806889,0.0186666793625415,1.9395014107885897e-05,0.0004213112289671,0.0020437117539243,0.0006569064711724,-0.0001958406431248,0.0001910429197266,0.0003624084976725,0.0024388912980679,-0.0013433815622956,-0.0003314156935672,0.0131432109062741,-2.5071028948631345e-05,-0.0024157220866415,-0.0009240925119401,-0.0008121926306299,0.0106776486510822,-0.0075090489101075,-0.0037536219042126,-0.0062014166459255,-0.0052851599541422,-0.0068662442724002,-0.0004352549275758,-0.011163018804213,-0.0012864437084269,-0.010489073373044,-0.0023934416372948,-0.000211102989409,-0.0011944058606716,-0.0014913193261255,-0.0011367400609172,-0.0016821908187364,-0.0006743030577454,-0.0009027666911956,0.0018569791879502,IPOP
3_250_5,-0.0008029051800085,0.0001171091254786,-0.0003130921501742,-0.0007079550991182,0.0004806647951558,-0.0006866149150465,-0.0004435359234234,-0.0001855356175923,-0.0028389551290809,0.0230634122198472,-0.007379942546921,0.0011028636460785,-5.3140093438240987e-05,-0.0005920098100512,-0.0002175082838433,-0.0006177018881622,5.186336933465632e-05,3.440760402353515e-05,-0.001295805127945,-0.0006339252869656,0.0013037448216885,-0.0004259795884691,-0.0089589929805637,-0.0115385940364549,1.9278168474427698e-05,0.0032782249141977,-0.0057623469442226,0.0039588591527907,-0.0034315469942388,-0.0028462155794386,-0.0009783667573758,-0.0003885660738388,-0.0016829305136731,0.0013816760328202,-0.0011426076664244,-0.0004234307588154,-0.0024224639854496,-0.0025502885180911,-0.0006701341431869,-0.0007511228489564,8.140254005754394e-06,0.0002809432842484,-0.0016207865352513,-1.570296743801011e-05,-6.016989559102372e-05,0.0036462572232422,IPOP
4_250_5,-0.0004162203977905,-0.001030687581234,-0.0010547555321916,-0.0010399334384171,-0.0007507663884713,-0.0008868174522933,-0.0012657777990607,-0.0026523017905013,-0.0025323911976026,0.0200994152282281,-0.0020478491047974,0.0177308024256663,0.0010268053009428,-0.0001030346835497,0.0001185939161948,-0.0009023802366312,-0.0005731604303503,-0.0004881611142934,0.0014234704102806,0.0007602409694649,-0.0025646252078264,-0.0012319352009445,0.0036796929074249,-0.0007243686396638,-0.0027603605085589,0.0010122162978041,0.0043583168945461,0.0018615145461258,-0.0093683880652939,-0.0045241667901948,-0.0035598676389923,-0.0077281687447808,-0.0049994104876051,-0.0005795534586902,-0.009703457548889,-0.0022515701257226,-0.0069189207233177,-0.0005351946813372,0.0004808982799048,3.969300963265968e-05,-0.0017362906077415,2.793427536087055e-05,-0.0010222730900467,-0.001104468410388,-0.000618492042171,0.0019495318685303,BIPOP
5_250_5,-0.0001190152918071,-0.0001107615212303,-0.0001676697893403,-0.0028803686817817,0.0005537698208761,0.002012895239304,-0.0028309261280638,5.02194381164756e-05,-0.0087008881090506,0.0135211255301215,-0.009138749975384,0.0157676094086028,0.0004879396842789,0.0029570540768003,-0.0002512006557963,-0.0013900754419537,-0.0001336873193185,0.0009767302539027,0.0018802252674009,-0.0007435467849004,0.0035066925652262,-0.0016865598162889,-0.016772464874834,-0.0012330522348411,-0.0004232442002919,0.0006280443385318,-0.0069295533352917,-0.0032005034514789,-0.0003490562326764,-0.0089541923481134,-0.0016745278248715,0.0002806824163823,-0.0012756483651081,-0.0027075044726719,0.001831179405471,-0.0010724767406624,-0.0060335021947296,-0.0013580291141332,0.0003212249576156,-0.0007530340219782,-0.0016451280201694,0.0001982789294681,0.0005567994341093,0.0004860142749035,8.762397361313286e-05,0.0019024839584741,BIPOP
6_250_5,-0.0013688551823468,-0.0014052108949562,-0.00195855557732,0.0014175731435652,-0.0020047807693606,-0.0068607924662526,-0.0011395922382618,-0.0002406198968457,0.0051655813850083,0.0152412571783802,0.0179457263629591,0.0027052203867203,-0.0031710763750235,-0.0004769070806911,0.0022169272078309,0.0025924473246146,0.0011485192972626,-0.0014603593056489,9.953889070285e-05,0.0076588076909643,0.0040820090617665,-0.0032688362409736,0.0059447356340718,-0.0138807350454721,-0.0017582672749342,-0.0098778550704659,0.0049845152945832,-0.0067832384002383,0.0011597543041086,-0.0058162150128715,-0.0099954878522834,-0.0022921604389275,3.638152865781084e-05,0.0005138585384001,-0.0092461791524628,-0.0019249909163082,-0.0093351310151841,0.0012111476213466,-0.0006841145057301,0.0006446173819615,-0.0011754769945787,-0.0018759091108833,-0.0010356287900573,-0.0011971611614622,0.0010986582155627,-0.0010329155256251,N
7_250_5,-0.0024655921292887,-5.558622652598949e-05,0.0005675034209659,-8.003856339049286e-05,-0.0019458125058916,-0.0007195214470364,-0.0008815812768912,0.0003002748949479,-0.0026665505775778,0.0096701454413282,-0.0107067076372699,0.0030195374085115,0.0003882531405287,0.0001401438280076,1.9870635179934736e-05,0.0007660324975567,2.3480164683299324e-05,0.0011816773337334,0.0001605962544287,0.0016349866684194,0.0024449907569035,-0.0018692659209905,-0.0055916189387222,-0.0032838972956944,0.0010084721256011,-0.0047851172859808,0.0019523690901599,-0.0020710620025134,-0.0013569388527166,-0.0043882580632834,-0.0002783885063457,-0.0010119082478563,0.0023860976831617,-0.0003086711840814,-0.0019043030834671,-0.0019900005615867,-0.0033952881934822,-0.0004997123644552,1.3519146097857643e-05,-0.001221071880633,-0.0010147873406188,0.0015678514853971,-0.0017540105790269,0.0011195227764629,-0.0024064723741235,0.0002134312324615,N
8_250_5,-0.0029155068970937,-0.003765577977958,-0.0004145890396045,-0.0020249234961082,-0.0008879850151772,0.0013337686034183,-0.000901238703732,-0.0029135017883124,-0.0014566889060326,0.0329570734969651,0.0116072943042517,0.0112434711989592,0.0008409210305785,-0.0004515287780737,0.0032286479088818,-0.0003292517098528,0.0002668722066549,0.0022331121672279,-0.0011258007685053,0.0029307628820012,-0.0001765882567224,-6.908971236040037e-05,0.006586645005277,-0.0078819061338203,-0.0019209752471655,-0.0093296954255223,-0.0063577542323641,0.0048611102435346,-0.0066202989981067,-0.0011848138760989,-0.0069118031001441,-0.0058765930132217,-0.0012637735902224,-0.0014750441600938,-0.0083894135964443,0.0007088776107515,-0.0092364108357177,0.0025666647061235,-0.0008739644102152,-0.000258581731293,-0.0015479746235615,-0.0036485355149328,-0.0015581186285181,-0.0002708842088045,-0.0012254963467823,0.001859723843534,IPOP
9_250_5,-0.0008954840462627,5.714845022847573e-05,-0.0012826899055758,-0.0010651916671741,-0.0001201044425402,0.0004449328128829,-0.0027545981584871,0.0003163551559776,-0.0012140850529775,0.0125185483443397,-0.0153875890706676,0.0259513521240875,-5.153898580318332e-05,-9.668086516839332e-05,0.0003333923500968,0.0034298502975332,-0.0006837764041229,0.0002640564990382,0.0010551123261689,0.0025757311374825,0.0009005176093852,0.0007701951154499,-0.0142603483485133,-0.0053775557247622,-0.000115376920807,-0.0054429891405387,-0.0009035966888031,0.0009920966376709,-0.0059071362397806,-0.0012923829312655,-0.0026380410372782,-0.0014420120482847,-0.0023495762130241,0.0007446603156959,-0.001540265129231,-0.0012192603427637,0.0002528620908938,0.0002732392058119,-1.0727904748746888e-05,-0.0008114107776251,-0.0006965082802124,-0.0026133455256501,-0.0007884017180853,-0.0015480870294982,0.0001703611803922,0.000391021657476,IPOP
