,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,mirrored
0_2500_5,-0.0017929501592114,0.0009067892404167,-0.0028205374435057,-0.0029288244905284,-0.0109950542456092,0.0015664979630916,-0.0019115687731523,-0.0034209952501747,-0.0029821615672951,0.0133641659500588,0.0022613862983699,0.034519517298623,0.0009100650500923,0.0033220722669735,0.0044045254231998,0.00246962475668,-0.0011484839870001,0.0050288243539561,0.002818798087383,0.0045419196667691,-0.0147412099102878,-0.0047724910220946,0.0011660412650573,-0.0164644695623218,0.004233445144107,0.007468467794025,0.0310278832792446,-0.0008489824062154,-0.0387085592594963,-0.0107818758048887,0.0026340731368867,-0.0096682196176386,-0.0118014006846544,-0.0012197897439784,0.008617184026515,0.0035440479860296,0.010685983297941,-0.0011153227850075,-0.0039735348198824,8.946156281933129e-05,0.000437288430141,-0.0007771368243512,-0.0001269420951524,-0.0015524727114415,-0.0019739241313669,-0.0072871437642458,N
1_2500_5,-0.0024538181750067,-0.0003135859354433,-0.0045250272131814,-0.0036430122974629,-0.0084216746790673,0.0066793391052986,-0.0030389702413988,0.002842737277493,-0.0059471418334359,0.0194575030116644,0.0098512315089214,0.0138631162777426,0.0017236579327227,0.0021606848293038,0.0007258145737747,0.0024271150562028,0.0045464022621898,0.0072607062261101,0.0040331831096216,0.0075384577622424,-0.0083132705883452,-0.0048295181235783,-0.0014605076933809,-0.0266692731645659,-0.0006953627316084,-0.010446262203882,0.0365624965086503,-0.0074561349448667,-0.0423878579919042,-0.0146889071236812,0.0036152940979342,-0.0057302270824106,-0.0096154415160883,-0.0084327294015056,0.0241982997202511,-0.0154103734305152,0.0188013568409657,-0.0126090078242942,-0.0028953281489658,-0.0009150081709351,-0.0006468336967207,-0.0087836685361672,-0.0023310653840756,0.0008608557704645,-0.0006173468351683,-7.032915565977569e-05,N
2_2500_5,-0.0043003407537622,-0.0027467797547233,-0.0019083099498222,-0.0017251454388797,0.0005125564324782,-0.0027226811447881,-0.0014383393649028,-0.001618678779759,-0.0048368255330932,-0.002609896394376,-0.0077282550154941,0.0093702838120319,0.0073872590779185,0.0037265683155619,0.0069390314289236,0.0084125701517372,0.0025426293741454,-0.0009939852875447,0.0046170719312876,0.0056851727345497,-0.0106511889832618,-0.0025520060797311,0.0046899972450028,-0.0139606985116294,-0.0017678261884763,0.030864419882139,0.0256605011297009,-0.0097114838684972,-0.0461743646730998,-0.0100916683635274,0.0105890237603936,-0.0070708237179349,-0.0142024697458849,-0.0027556749982208,0.0168551542283314,0.0004904367300748,0.0135174945452752,-0.0037004032843106,0.001482048289391,-0.0002894558496227,0.0001819367022017,0.0039421981518089,0.0009914153238076,-0.00529041722481,-0.0032342422633408,-0.0028817653208559,N
3_2500_5,-0.0025630758690294,-0.0006986157214937,-0.002481988445475,-0.0031398286684023,-0.0078772801011739,-0.0041155180392537,0.0031625317155903,0.0002670654894674,0.0043204737997336,0.0149108264298584,0.0033682851728948,0.00190321216531,0.0027032356871798,0.0024239035939384,0.0007542395538328,0.0096057131222181,-0.0039024606007594,0.0031268696236635,0.0011291772654806,0.0076377966892567,-0.0114104928177948,-0.0070416784623864,0.0001233952079201,-0.0208278192760029,-0.0067160704062019,-0.0066533147208347,0.0263116514936547,-0.0116384662134577,-0.0277630072138433,-0.0162590460320619,-0.0070548884103869,-0.0059803264793927,-0.0017783612124715,-0.0035986940213792,0.0180204309008777,-0.0001453851960892,0.0164802858905301,-0.0062978012618916,-0.0015716515749958,0.002736103476599,0.0019663500490709,-0.0016810583871044,0.0023891707010049,-0.0032468886850441,-0.0049889969901787,0.0036579039574505,N
4_2500_5,-0.0004656965535537,0.0035693148898339,-0.0076255674142074,-0.0039359035889308,-0.003254362408184,-0.0033945429108839,-0.0013206084898056,0.0071654430286846,-0.0083583958130729,-0.0005567560475318,-0.0038488805197691,0.0262367277642894,0.0023965007315322,0.00404720467064,0.0108506598811959,0.0013758179107371,0.0025342529519731,0.0055702946635385,0.0040790761988832,0.0054643042775545,-0.0157602107604873,0.0028113161626372,0.0153078727594798,-0.0073566935326689,-0.0013518639824565,0.0036857813094428,0.0221597999306685,-0.0100382184110092,-0.038125223809273,-0.0085926944402313,-0.0050399435569681,-0.0126972362968909,-0.0173590371772805,-0.0038661640064898,0.013393087735176,0.004374703321426,0.0161109417662144,-0.0033591432605237,-0.0044100093980427,0.000330447905445,0.0003999184736624,0.0026245304687474,-0.0040137988218339,-0.0058220597994962,-0.0034161218287667,0.0019224839981643,N
5_2500_5,0.0014039097171479,-0.0021089442443091,-0.0024557711317318,0.0002085273678613,-0.0012494634089928,0.0013663453966108,-0.0008132683361637,-0.0010323761816782,-0.0088706106347823,0.0126397738781791,-0.0007761097744465,0.0098180956615367,0.0008082983571115,0.0014900477497911,0.0040799514857896,5.978976909760283e-05,0.0017584552589661,0.0087560298040348,0.0052285021614334,-0.0007589087218895,-0.0112573112914973,-0.0019116466684861,0.0081551884868346,-0.0263606498161365,-0.003908469356339,0.0125266761091543,0.025736599225439,0.0027419724858015,-0.0442952700727018,-0.0162868279260434,-0.0130164640358264,-0.0107546269291465,-0.0048873255646057,-0.0019424081125325,0.0191748352811178,-0.0013818704415972,0.0132236538692326,-0.0023066757099588,-0.0004187082412238,0.0037731374796056,-0.0032175499867852,0.0013126612015271,0.0017930953780467,-0.0035656625479023,-0.0048496774187214,-0.0070335567044785,N
6_2500_5,-0.0007405813432454,0.0003792211434776,0.0011997377133671,-0.0017691191812462,-0.0068099276104289,-0.006388615149635,-0.002561953521457,-0.0046930723391635,-0.0041876839805106,-0.0148021048041391,-0.0201250862255377,0.0401183445213578,-3.959292978973437e-05,-0.0010663080108382,0.0003923218036787,0.0078729503277328,0.0041699755208682,0.0062334883940144,0.0016063863153778,0.0069890644535858,-0.0106619525265872,-0.008478752080651,0.0080528013865446,-0.0113482274232542,-0.0007291305480788,0.024262179171067,0.0161841196698007,0.0008497350812984,-0.0107508320839531,-0.0203887961849902,-0.0003297647404894,-0.0158894562064654,-0.0074533400794134,-0.0003792318872676,0.0076450043760948,0.0046022079954227,0.014665466949942,-0.006938587422424,-0.0047051566130332,-0.0039789943809087,0.0005920935803985,-0.0010360317802904,0.0047506477910918,-0.0055420823098129,-0.0003878448130077,-0.0019063830925503,N
7_2500_5,0.0013764154174233,-0.0007212895934258,-0.0074375754527747,0.000353257663447,-0.0061196277978633,-0.0045032891253415,-0.0025730760568238,0.002659458719158,-0.0092387111395792,0.0155651426116625,-0.0023008330407947,0.0318838229967558,0.0030564632932746,0.0053819907703805,0.0044486472985206,-0.005287207990524,0.0058185874109964,0.0100460753648885,0.0048856711759422,-0.0005195655902835,-0.0105024897344235,-0.0027899073697038,-0.0025775513816071,-0.0093862339181519,-0.0031530034564116,0.0117139283190087,0.0097599284161613,-0.0035729032871449,-0.0280067631909266,-0.0129003646846536,0.0007549383082088,-0.014131162021302,-0.0091656992354164,-0.0065879145398578,0.0057346101133142,0.0052633866729805,0.0100816031339501,-0.0047960016375283,-0.0009123099754849,-0.002023347842935,-0.0002960101578992,-0.004519083744498,0.0023615307878152,-0.0045892659842592,0.000931250808798,-0.0029374197974453,N
8_2500_5,-0.0019602607092427,-0.0068257902018948,-0.0025126352660597,-0.0008654893371911,-0.0018936049072442,-0.0002503729865697,-0.0017565925470467,-0.0032601651707223,0.0052817830321359,-0.0001175988071346,-0.007889991149241,0.015677568000003,-0.0027934058736619,-0.0008395074684778,0.0069959053239705,-0.0005820891437782,0.0018538074359704,0.0054477899400527,-0.0019875877717994,0.0053258186350247,-0.0113268737411919,-0.0105676791597585,0.0028909756055949,-0.0047698657500458,-0.0001271928685056,0.0163183292787948,0.0247530659987627,-0.0068115441820226,-0.0382272626755656,-0.0069784659876254,-0.0118496282269974,-0.0120884544122829,-0.0029316931651653,-0.0031536218938745,0.0166746004985306,-0.0006905290383099,0.0108286143337971,-0.0035550773383176,-0.0045095645254712,-0.0067616742337189,-0.0020645400267155,-0.0054543717000179,-0.0012968544687225,-0.0007698095727107,-0.0085933707235302,0.0101001037635135,N
9_2500_5,-0.0005881299204187,-0.0076539983335599,-0.0050302590375464,0.0009004914781862,-0.0094285445595182,-0.0020017558995695,-0.0060315116125461,0.0002338418898987,-0.0105204154694323,-0.0009274261741104,0.008356192218858,0.0068984516431803,0.0016411422994514,0.0064405852949426,0.001622135931196,0.0102414118526887,0.0024754463016106,0.0083705572202706,-0.0019730628124056,0.0105556580904205,-0.0105774281589482,-0.0089702097799651,0.0288931703617928,0.0155599311245325,-0.0078776868195129,0.0309715968489042,0.0195444507149036,0.0026455163148925,-0.0488622963649202,-0.016855734232473,0.0020845594108462,-0.0161431271502771,-0.019825486978145,-0.0048284195238764,-0.0010365148745569,0.0035241871829304,0.0239937427744677,-0.0064874157837634,0.001145679964186,-0.0032275376975356,-0.007132148767763,0.007701835179994,-0.000580966347713,-0.0015374760445112,-0.0007735862427233,-0.0024004442257898,N
