,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,local_restart
0_15000_30,0.0012611658391887,-0.0016027447365212,0.0006042192857341,-0.0014828485962895,-0.0047151204705019,-0.0009543480300348,0.0001181842266482,0.0008021906662664,0.0011088073950652,-0.0099849023741145,-0.0086292907736254,-0.0066661606930086,-5.58461485024705e-05,-0.0044691730748532,0.008174343453359,-0.001984123324892,-0.003669586935391,0.0084667228752228,0.0021600092556098,0.0007428807949599,-0.0106593109326783,-0.0032109197239487,-0.0103891556238084,-0.0074166303656655,-0.0176970700615125,-0.005438204104242,0.0067581650261348,-0.0089370685778959,-0.0079512018499007,0.0099238505139522,-0.0023170098921909,-0.0034812949826907,0.0001301579456033,0.0165983981679496,0.0250780639818611,-0.0043512406840663,0.0062562653674311,0.0012851273455283,-0.0003081537626955,-0.0009500728469217,0.0026059490415189,-0.0093213367905544,-0.0014399734326641,0.000520174106395,0.002521241784015,-0.0027302639222824,N
1_15000_30,-0.0003966878505413,-0.0015172706650701,-5.679327505473952e-05,0.0019363853190753,-0.0002501134055004,-0.0022934033490045,0.0004640008029568,0.0021892378304322,0.0007266337188174,-0.0057213986064282,-0.0118822925306373,0.0105018150099427,-0.002063723165936,-9.730831423020198e-05,0.0115238386583635,0.0110281409226898,-0.0048359143378141,0.0085813415833183,0.010731077181646,0.006794011794747,-0.0065460231725065,-0.0135625456317646,-0.0059600183250645,-0.0072916878712367,-0.0109974708333066,-0.0086102585555858,0.0060364563947692,-0.0047307200032923,-0.0084332482865567,0.0019411231158683,-0.0020914341519155,0.0020895824910842,-0.0012561886907577,0.0150041815548922,-0.0037157195457104,0.0009386112194154,-0.0058121583453705,-0.0011938716361013,-0.0007832928458975,0.0016429962210883,0.0030724152169498,-0.0003523305612733,-1.6688036946652426e-05,0.0004861115225382,0.0018796243591586,-0.0023683740108824,N
2_15000_30,0.0015175508300921,0.0001098219409431,0.0001384283176134,0.0005831314101362,-0.0047012846591725,-0.0001821011013754,-0.0012990620011895,5.840090265373894e-05,-0.0062983586682058,-0.0017200692254775,-0.02584605025564,0.0012663218570912,0.0029819531736777,-0.0014506865263529,0.0019702520717401,0.0004565958124852,-0.0002600214493363,0.0120101452527204,0.0031070933882981,0.0041337636286033,-0.0067424067364161,-0.0026827151526794,-0.0024036271026905,-0.0053525542536748,-0.0067744503923064,-0.0170098659144802,-0.0003673472510303,-0.0082550413129186,-0.0077776899696428,0.0254208819589481,0.0032638025905236,0.0027108815871891,-0.0033873505975572,-0.0078428748019647,0.0252346593400888,-0.0041750143317878,-0.0129139020285477,-8.141115562635346e-05,-0.0014159928927212,-0.0032052641160511,0.0035003116449198,-0.006910855568167,-0.0074248740687305,-0.0015849944183758,0.0019734998683926,0.0044357660715072,IPOP
3_15000_30,-0.0003466889315478,0.0003221896278172,-0.0001884810498691,-0.0014636832621034,-0.0008544789691091,-0.004456111783782,0.0062671512320196,-0.0021505938201061,-0.003306646972775,-0.0169913763254908,-0.0115205366056421,-0.0057142125905112,0.0026785168839964,0.0007204639456209,0.0069315670852906,0.002894499132708,-0.0004088199462524,0.0159047240475646,-0.0017755962109439,-0.0005246738408261,-0.0156907283430103,-0.0096462188659713,-0.0098518205342626,-0.0129764637205139,-0.0187821601348149,-0.0157634341962236,-0.0016095063221152,-0.0144839435970594,-0.0142842800999158,0.036146125410655,-0.0052883843636639,0.0009700148002429,-0.0029842188365717,0.030702643601001,0.0250787026063066,-0.0021127427562118,0.0188394057183882,-0.0026852935013842,0.0002069968754023,-0.0002637025242911,-0.0019382042280675,0.0007726799331332,-0.0019449199707793,0.0012169607929452,-0.0005965668351279,0.0027609972158749,IPOP
4_15000_30,-0.0001088277388729,-0.0007005182672815,5.381156191104352e-05,0.0004637117308038,0.0048925698674226,0.000418848023563,-0.0008904379014778,0.0011081276104039,-0.0010717292229813,-0.0063908153000166,-0.0119090688959633,0.0016239834766595,0.0002304789739362,-0.0003496964269501,-0.0010048299557821,0.0112247195609653,-0.0009954265384705,-0.0011420435100533,0.010037307908208,0.0097424493682537,0.0003551390583719,-0.0146560881384427,-0.0093719300060928,-0.0071088468214273,-0.0114878253645242,-0.0086146167067037,0.0024745567312645,-0.0073999255336995,-0.0046954791840252,0.003197376878054,0.0020757128218535,0.0028167812053262,0.002883904278767,0.0089481272927814,0.0074243509916734,0.0010626736696889,-0.0157854484540625,-0.0011102792605008,0.0001604485816776,0.0005250082169559,0.0014700690120653,0.0010976830647686,0.0006197794231864,0.0018994632768017,0.000961614108252,0.0027892570128116,BIPOP
5_15000_30,0.0011599787757433,0.0006958076710303,0.0043672811224596,-0.0001767157850559,-0.0003000469469027,0.0006761614248462,-0.0020731155755546,0.0009755912887249,-0.0041586679516226,-0.0006087023650099,-0.0002795294815011,0.0068173952265116,-0.0013082436912767,-0.0007040877394258,0.0066096161448646,-0.0045993987443346,0.0020911395836413,0.0009335278922031,0.0056029524388292,0.0086019963415109,-0.0057885225632524,-0.0080436412407355,-0.0033974185634952,-0.003508261848203,-0.0138184926597245,-0.0168731461925102,0.0036901196108317,-0.009126025935562,0.0027694571026295,0.0071219973975851,-0.0001923247910149,0.0026599710656438,-0.0019898841370053,0.0087644040457385,-0.013591071205002,-0.0009102046756386,-0.0110035714016417,-0.0009853273939081,-0.0016196752861854,0.0018551829542669,0.0053665262157019,0.0011049006691899,-0.0018164036885857,0.0003701641059498,0.0002728273286924,0.000885982602157,BIPOP
6_15000_30,0.0022317046176626,-0.0002163704534558,-0.0010697914537458,0.0006414664973335,-0.0029978715465534,-0.0022092033353078,-0.0013906766640668,-0.0021155364644835,-0.0042781566204273,-0.0036602444473883,0.0082243655594189,0.0178825815853546,-0.0009254118537432,-0.0011832275660208,0.0065372625510204,-0.0010636714390681,-0.0037074125748219,0.0003982444812523,0.0092068381348333,0.0121337047769105,-0.0008981099229309,-0.0016073888402386,-0.0008414389265136,-0.0183333849724436,-0.0083063533550414,0.0013563320493321,0.020617111914785,0.0018479017417015,0.0032767548134213,-0.0039134525950749,0.0005279463037549,-0.0005482459811466,-0.0012302858479743,-0.0020259890970163,-0.0078713212875459,-0.0046668947044292,-0.0438263858663762,0.0001513279703013,-0.0001605866498895,0.002319891334316,0.0039425125000885,-0.009154142237275,-0.0019724801839861,0.0014251716276016,0.000426519926744,0.0017946722912019,N
7_15000_30,0.0031447873680643,-0.0029221233717379,0.0022864291017138,0.0020311579795919,-0.004689775868481,6.416594329950286e-05,0.0007188124461176,0.0009277493904283,-0.0016300024044059,0.0053367687257795,0.0079440576437043,0.0084476165819927,-0.0012255057465189,-0.0004598887944881,0.0030251050230345,0.0130389658298115,-0.00121729486888,0.0070978051824225,0.0110058310681727,0.0064115583160905,-0.0035551184425433,-0.0087311087615771,0.001088592646396,-0.0151880584602802,-0.0091588290828691,-0.0061604889652917,0.0097116395694342,0.00028060557293,0.0015888024462323,-0.0017916189558664,0.0006457016179476,-0.0029196534878913,-0.0008051787558421,0.0102275979762298,-0.0172149039618925,-0.001862092986852,-0.0435284738950748,-0.000721527791013,-0.0009211693569869,0.0044725078586746,-0.0009301822579698,-0.0011767803145519,-0.0056923353622728,-0.0006809108668763,-0.0014185139371983,0.0007849541259394,N
8_15000_30,0.0041093736966846,0.0001615947271346,-0.0001797260112703,0.0024976643402531,0.0013696381170718,-0.0004491775657654,0.0013112668665276,3.30745571500494e-05,-0.0055182649952106,0.0025702658085944,0.0193887703263955,0.0027858783801914,0.0010371837808754,-0.006376159682482,0.0045164276799638,0.0032100572938924,-0.0018737836641256,0.0030209190653212,0.0069147041794749,0.0034639914334502,-0.0081500736228099,0.0012031939999734,-0.0016219936349467,-0.0164776644960354,-0.0160803721482978,0.0110134014168779,0.0116258894192925,-0.0046263674199242,-0.0077590168190587,-0.0032704659681182,0.0010677842211347,0.0026755523992397,-1.3814808211605351e-05,0.0024528253337994,-0.016255851847957,-0.0120391058580495,-0.0392787050508334,-0.000230372124022,-0.0014961040895897,0.0019038281682554,0.0020205603611434,-0.0115468502908657,0.0004597386767585,0.0006796242625355,0.0019106975282767,0.0053387396540527,IPOP
9_15000_30,0.0037039147392824,0.0035524323947214,-0.0001671253632507,-0.0035305945321176,-0.001563019923981,-0.0024047361656012,-0.007003446058009,0.0008539851530132,-0.0005793979653589,-0.0049637595857568,0.0201132211869036,0.0088714145429575,-0.0065590802198871,-0.0004527474700679,0.0033860117418528,0.0138903208565334,0.0005711252257302,0.0003729325490336,0.0003236264702427,-0.0018030947312394,0.0011101643635255,-0.0060258175283363,0.0091508937846376,-0.0133728604346917,-0.0205362235102942,-0.0105884494441946,0.0104950667343814,-0.0082711865840649,-0.0027572456851362,-0.0019163343916412,0.0006449941674041,0.000766020785898,0.0029797362727839,0.0034631522735816,-0.0130428638462766,-0.0098213478567127,-0.0351553575132412,0.0008462498229815,-0.003731939630076,0.0054092296900327,-0.0003682988493813,0.0014829017333057,0.0029190358715769,1.2639391435520276e-05,0.0056763022512197,0.0015801315280471,IPOP
10_15000_30,0.000143529030332,-0.0051325543775951,0.003365694895189,0.0038061032778645,-0.0018958090018731,-0.0017014020634259,-0.0023228170651451,-0.0012638475525266,-0.0048289462404049,-0.0144000597925187,0.0099147806235476,0.0204036025424267,-0.008215162598196,-0.0018572283148244,0.01157580950925,0.0052727739285397,0.002138483085723,-0.0007500378505275,0.01151584265792,-0.0042585532353984,-0.0036435147041433,-0.0052808489233084,-0.0039233208774804,-0.019035042234924,-0.0053974657278813,0.0066868734030971,0.0065364737334141,-0.004485649204835,0.004165499356209,0.0116461431167814,-0.002184764322725,0.0061418484176012,0.0013686496447914,-0.0011308431889358,-0.010450665786637,-0.0005383457178931,-0.0384790931342551,-0.0052886118458576,0.0012825837956404,-4.948982338903683e-05,-0.0062292333032109,-0.0002609520783571,-0.0013713748384786,-0.0010875662389124,-0.0047168104620728,-0.0028063841376583,BIPOP
11_15000_30,0.0014986611563153,-0.0010935591483359,-0.0029729418307458,0.0025591781917703,-0.0024352968807447,0.0024910819884153,-0.0007106370043817,0.001526828538722,0.0013574267660695,-0.0007666447892834,-0.0098547708585458,0.0100820766648208,-0.0020189281145161,-0.0035283721241312,-0.0015603177333646,0.0051376336497623,-0.0007722928814599,0.0041687555821262,0.0142618053558245,0.0137050371101331,0.0018912921839665,-0.0036726196846135,-0.0045413269403719,-0.00636360415151,-0.0083791745843745,-0.0134686918372206,0.0079689421784866,-9.499704928858134e-05,0.0054949118760723,-0.0013194363391055,0.003547031266141,-0.0019257030841781,0.0032349234742582,-0.0011395196421199,-0.0176406717280126,-0.0033717446615516,-0.0166006912551405,-0.000170558397873,-0.0012316128360909,4.172707108658589e-05,0.0028426325447588,-0.0027029045492541,0.006524287531157,0.0026492620476332,-0.000347971061268,-0.0052242333026208,BIPOP
12_15000_30,-0.0012861387332529,-0.0011633853531849,0.0017125141078877,0.00174930244782,-0.0015895136650828,-0.0028067542803303,-0.0001064617360487,0.0024626535313892,-0.0014321897377219,-0.0202262688184896,0.0051969317479611,0.022234394353208,-0.0040705315165662,-0.0027948817229604,0.0024938795306729,0.0117372867452636,-0.0008074834628487,0.0075922879875741,0.0012238242604102,0.0118313017922656,-0.0009940971875191,-0.0066650815254001,-0.0036202390248628,-0.0212958443897898,-0.0098317538517605,0.0002943835976848,0.0015206093997063,-0.0051524359810346,-0.0099516719244638,0.0110285962965717,-0.0015762740937803,0.0035168651632921,0.0003447853112435,0.0037717085997793,-0.0018689221960527,0.0023420414073012,-0.0116254427693854,0.0003312360832589,-0.0005601063794355,0.0008093137000904,0.0017668451695492,-0.0015251297193208,-0.0019092413313195,-0.0002409443019682,0.0033939625130127,-0.0028432415239474,N
