,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,base_sampler
0_1500_30,-0.0004901748714054,-0.0007215061174931,0.0005145477397711,-0.0009148447169117,-0.0030642868477317,-0.0010383944331987,-0.0015343488627187,-0.0009962417793551,0.0054911114488461,-0.0410194111633186,-0.0287429253522303,-0.0018354908796614,0.0001385735629674,0.0003044435300292,-0.0002021224506083,0.0012564554640521,0.0004228824146086,-0.0002931767949224,0.0028059318328999,0.0024583411000308,0.0029902552196063,-0.000862058061854,-0.0011506529500784,-0.0080744755296794,-0.0087531452180431,0.0648178091835626,0.0289350663314456,0.0001442819376209,-0.009622552565952,0.002656187876684,0.0020630679934997,-0.0014222204255291,-0.0018352250156445,-0.0005544342128502,-0.0006477472777211,0.006012808384462,-0.0010552798106002,-0.0004813760872346,-0.001132621581091,-0.0005235196246526,-0.0002006135910675,-0.0023322861824193,-0.0001441612142267,-0.0002533172677372,-0.0008698355509076,-0.001099138955972,gaussian
1_1500_30,-0.000743083959508,-0.0008152000415903,-0.0001640630745732,-3.86145916831466e-05,-0.0029380613089089,-0.0018070890137977,-0.000264210803552,0.0002330497895052,0.0001092958621074,-0.0036290063567979,-0.0073344253091575,-0.0102510309939157,0.0009515934861766,0.0009170171413483,0.0028892032716687,0.0026040279579762,0.0006553664467099,0.0009969595921612,0.0031537484863826,0.0028999091655337,-0.0021227573992383,-0.0029062173526578,-0.0013318455296714,-0.0046454361358837,-0.0016677931033997,0.0106932058331327,0.0413008803037868,-0.0013587212728359,-0.006467587910776,-0.0011236866826722,-0.0014899348969348,-7.853023811182311e-05,-0.0005106812813007,-0.0018562244185098,-0.0003586903031018,0.0009160191311405,-0.0032541738994856,-0.0010846022240284,-0.0004328361064738,9.224742028186371e-05,7.451955645921144e-05,-0.0022245936258484,-0.0017302576839783,-0.000529284471743,-0.0003590075310333,-0.0030560033300357,gaussian
2_1500_30,-0.0011187703237583,-0.0006116083335496,-0.000811332708742,-5.0976177186569387e-05,-0.0022618158135165,-0.0014314869677669,-0.001576341271658,0.0001642666452885,0.0009540900090266,-0.0296788516583311,-0.0234247128691664,0.0029755939674781,0.0009249528371759,0.0003331795080213,0.0051305066116188,0.0033151091892373,0.0007845330350889,0.0005246301993003,0.0058686672882812,0.0024381421695444,0.0002848180910219,-0.0021793830121412,-0.0015046449748577,-0.0062790523514149,-0.0075489280051984,0.0283727319262382,0.0377554592259264,-0.0016363857082004,-0.0080025187608415,0.0033996954158398,0.004736608738018,0.0004287854988909,-0.0016412038080784,0.0001636841871999,-0.0011096101221621,0.0028087675325804,-0.0001734903345707,-0.001522138395839,-0.0015935892387123,-0.0008309215082636,0.0009381766913042,-0.0018718155462675,-0.0004755704105965,0.0001263050814345,-7.651414900787876e-05,-0.0008805031020776,gaussian
3_1500_30,-0.0006992341415058,-0.001266477534403,-0.0003808615487135,3.53766185830265e-05,-0.0029147765314413,-0.0010968389976026,-0.0013740077245027,0.0005916479510513,-0.0004546409693966,-0.0075877916272795,-0.0040036188131249,-0.0005058926210268,0.0009352975422412,0.0001700734657453,0.0032530623108925,0.0033198841931309,0.0006010093134837,0.0008687674581127,0.0047355519137526,0.0051407622066476,-0.0028880712691922,-0.004599303231843,-0.0009235747488055,-0.0062006919779139,-0.0012329220516479,0.0174956730750427,0.0150525626226221,-0.0024726468085487,-0.0037134095660175,0.0010356563017277,-0.0012669111867929,-0.0013063492176414,-0.0007494994360798,-0.0040802784483046,-0.0022393973261533,0.000189155976389,-0.000680762833257,0.0004818235847706,-0.0013567599396727,0.0001940782242188,0.0007495460538596,-0.0009550661144407,-0.0024685160461453,-0.0002088611833606,-0.0004199537326489,-0.0029987976841913,gaussian
4_1500_30,-0.0003851215753556,-0.0008313572008499,-0.0003604527338962,0.0008762872933831,-0.0008751835067209,-0.0011409157960209,-0.0005993662349714,-6.60599064347092e-05,0.0042751313563431,-0.0332985944249658,-0.0256620688950988,0.0026288757917669,0.0008981613924589,-0.0007876252496901,0.003900608921395,0.0020442984140262,0.0002954307229984,0.0017754384427604,0.0057608183230344,0.00124693561731,0.0030369272496338,-0.0027561906207291,-0.0024612362416033,-0.0077031500181304,-0.0085493279632558,0.0493243027712979,0.0203338504074416,-0.0015487528334056,-0.008333586419053,0.0022441715088103,0.0005569299273607,0.0016756613873305,-0.0006789259859465,-0.0010201702548129,-0.001336712898537,0.0067273936445221,-0.0029480340511225,-0.0005078558398097,-0.0013060979023694,0.0002572422062205,0.0010644093324609,-0.0022892143248236,-3.695986257416598e-05,-0.0010819951158484,7.397375787516787e-05,-0.0016206146067501,gaussian
5_1500_30,-0.0013112485962012,-0.0009140392421211,-0.000212516529296,-0.000184576983198,-0.0024073740374159,-0.0017486704149573,-0.0003666332093182,-9.704495221346544e-05,0.0008853877032638,-0.0039675119545689,0.0002700721095662,-0.0040423230322441,0.0020988930272083,0.0015341448557247,0.0058883804167262,0.0072875913943356,0.0008388466174064,0.0011134726341659,0.0055354211346078,0.0053035072783778,-0.0036035888253073,-0.0042125565635692,-0.0007266569098846,-0.0084453040932487,-0.0018947693847831,0.011753638376433,0.011868297780565,-0.0009533215923522,-0.0032231827248796,-0.0027122772210604,0.0002956167636464,-0.0001580968377422,-0.0001394615678963,-0.0029679484657481,-0.0004561495876911,-0.000654930126837,-0.0028377826349048,-0.0011041936054988,-0.0001847904306809,0.0002366690954963,5.5733579700771134e-05,-0.0016986503869633,-0.0014002202747844,-0.000841803611384,3.744435900157087e-05,-0.0028794342782222,gaussian
6_1500_30,-0.0013214832912345,-0.0013809760686538,-0.0001658403923698,0.0008966940046545,-0.0041208249950458,-0.0015597198943814,-0.0016341115438057,0.0002888834365566,0.0028314168484309,-0.0091234505361527,-0.0070593849179055,-0.002787092135907,0.0007254632570973,0.0001898767930998,0.0068680356726071,0.0078511149241092,0.0012869192283031,0.0007362073289788,0.0093005425100081,0.0073758776561957,-0.0015478572347638,-0.0038064453183904,-0.0013389362741551,-0.0090542621731468,-0.0039723486589624,0.0145860745234317,0.0152911601004409,-0.0016769534286998,-0.0047299635690408,0.0037185176289555,0.0031024568127677,-0.0001980456698068,-0.0025804571998966,0.000643181349718,-0.000328379101684,0.0017998897687746,-0.0040831196991486,-0.0008504702909174,-0.0022397939920073,-0.00054768593288,-0.0002747906525973,-0.0021854654957053,-0.0008591718699647,-0.0020617224112276,-8.015792198062142e-05,-0.0034905907497323,gaussian
7_1500_30,-0.0015078637250592,-0.0012971752702156,-0.0012737102009576,0.0004707427201709,-0.0032285739433403,-0.0024006843524891,0.0005279223816337,-0.0001756800774383,7.418426534471299e-05,-0.0033597019432709,0.0044942400835824,0.0005190913388912,0.0026931305433638,0.003224247166784,0.0063992910060765,0.0065709872226566,0.0017320756788163,0.0015854106827148,0.006695150741382,0.0074028695468788,-0.0032669610983879,-0.0063711917018399,-0.0013563956801583,-0.0049501389079238,-0.0017815060945623,0.0078303700516418,0.0015412158031631,5.1307529943470646e-05,-0.0024439608411138,-0.0038541978105739,0.0002426128102561,-0.0008080617912995,-0.0001176448057594,-0.0032098262951145,0.0006891713330307,-0.0019107434716061,-0.0028078465081217,-0.0012390902231852,-0.0004311892648802,-0.0001371515126215,-0.0007548092394847,-0.0039021446465057,-0.00210582308359,-0.0005522155823765,6.948220523014695e-05,-0.003005608602118,gaussian
8_1500_30,-0.0011787053457949,-0.0020729740677183,-0.0010126931046029,0.0013642440054711,-0.0022216571754532,-0.0017089392838095,-0.0006747978586496,0.0009178674264608,0.001222181896415,-0.0047705084241699,-0.0068830678829589,0.0007224521153769,0.0014184365474954,0.001193362584534,0.0051478713600505,0.0076505949965424,0.0009924475618977,0.0039481826184147,0.0062357995170833,0.0045398127208118,-0.0003657951591987,-0.00236388534635,-0.0005275561508237,-0.0075138891883885,-0.0047548796931216,0.0103486114772881,0.0072451125299874,-0.0013545465502348,-0.0051533528404541,0.0014694032744689,0.0015457644485087,0.0012592056402536,-0.00222545314084,0.0009938989077111,-0.0004653034667704,0.0010068677678347,-0.0029961648045722,-0.0011994782113747,-0.0010856267382739,-0.0009894332144221,0.0009118344361213,-0.0014053353534927,-0.0019575999853934,-7.655655792649819e-05,4.6266868663401525e-05,-0.0009373036571569,gaussian
9_1500_30,-0.0009432443941998,-0.0018654798895809,6.58780851495886e-06,-5.768687011578034e-05,-0.003734887859885,-0.0028308668065723,-0.0011826627170917,-0.001478660740242,-8.150183120289508e-05,-0.0050748076772314,0.0039317657299628,0.0050403181845288,0.0019824595721569,0.0014382519385672,0.0066123169955937,0.0046455551583427,0.000612600579027,0.0014663597469458,0.0057048103851413,0.0081612268737572,-0.0041299359705297,-0.0067270267814227,-0.0009215592925117,-0.0068362295601081,-0.0015676380305336,0.0086710462145179,-0.0012934959659161,0.0005709589693557,-0.0014734778308608,-0.0021230609597568,0.0003060790120983,-0.001128585608691,0.0003775383072851,-0.0042621351812413,0.0011639516497083,-0.001104544077827,-0.0022024707354901,-0.0012892014962828,-0.0001669226289351,-0.0010421205972545,0.0011096667593996,-0.0026025615085689,-0.0020037412326649,-0.0009553938905277,0.0003062280171622,-0.0030520859381766,gaussian
