"","DIM","funcId","ID","runtime","run","f(x)","instance","dim"
"1",5,1,"conf_478",250,1,5.8940550079,1,5
"2",5,1,"conf_478",500,1,3.5932779087,1,5
"3",5,1,"conf_478",1500,1,0.7320820296,1,5
"4",5,1,"conf_478",2500,1,0.1839850221,1,5
"5",5,1,"conf_478",5000,1,0.0276248131,1,5
"6",5,1,"conf_478",7500,1,0.0008420869,1,5
"7",5,1,"conf_478",250,2,2.9512549798,1,5
"8",5,1,"conf_478",500,2,2.9512549798,1,5
"9",5,1,"conf_478",1500,2,0.9130846478,1,5
"10",5,1,"conf_478",2500,2,0.439640284,1,5
"11",5,1,"conf_478",5000,2,0.0095169871,1,5
"12",5,1,"conf_478",7500,2,0.0003885326,1,5
"13",5,1,"conf_478",250,3,3.9982535992,1,5
"14",5,1,"conf_478",500,3,3.6150017598,1,5
"15",5,1,"conf_478",1500,3,0.4114114825,1,5
"16",5,1,"conf_478",2500,3,0.3117986198,1,5
"17",5,1,"conf_478",5000,3,0.0298349996,1,5
"18",5,1,"conf_478",7500,3,0.0008438093,1,5
"19",5,1,"conf_478",250,4,2.1551594436,1,5
"20",5,1,"conf_478",500,4,2.1551594436,1,5
"21",5,1,"conf_478",1500,4,1.6629921563,1,5
"22",5,1,"conf_478",2500,4,0.1511333015,1,5
"23",5,1,"conf_478",5000,4,0.0263850195,1,5
"24",5,1,"conf_478",7500,4,0.0010152986,1,5
"25",5,1,"conf_478",250,5,3.0859289407,1,5
"26",5,1,"conf_478",500,5,3.0859289407,1,5
"27",5,1,"conf_478",1500,5,0.7001885088,1,5
"28",5,1,"conf_478",2500,5,0.2838540202,1,5
"29",5,1,"conf_478",5000,5,0.0155443848,1,5
"30",5,1,"conf_478",7500,5,0.000385085,1,5
"31",5,1,"conf_478",250,6,9.1998063012,1,5
"32",5,1,"conf_478",500,6,5.2108795126,1,5
"33",5,1,"conf_478",1500,6,0.4924434541,1,5
"34",5,1,"conf_478",2500,6,0.0463120314,1,5
"35",5,1,"conf_478",5000,6,0.0128203707,1,5
"36",5,1,"conf_478",7500,6,0.0003654738,1,5
"37",5,1,"conf_478",250,7,1.3630594594,1,5
"38",5,1,"conf_478",500,7,1.3630594594,1,5
"39",5,1,"conf_478",1500,7,1.3630594594,1,5
"40",5,1,"conf_478",2500,7,0.2331880125,1,5
"41",5,1,"conf_478",5000,7,0.0198943445,1,5
"42",5,1,"conf_478",7500,7,0.0005225266,1,5
"43",5,1,"conf_478",250,8,2.2245896019,1,5
"44",5,1,"conf_478",500,8,2.2245896019,1,5
"45",5,1,"conf_478",1500,8,0.5903924299,1,5
"46",5,1,"conf_478",2500,8,0.4294698325,1,5
"47",5,1,"conf_478",5000,8,0.0389758284,1,5
"48",5,1,"conf_478",7500,8,0.0008948492,1,5
"49",5,1,"conf_478",250,9,5.7874256782,1,5
"50",5,1,"conf_478",500,9,3.7718233097,1,5
"51",5,1,"conf_478",1500,9,0.654074812,1,5
"52",5,1,"conf_478",2500,9,0.331539255,1,5
"53",5,1,"conf_478",5000,9,0.0032920681,1,5
"54",5,1,"conf_478",7500,9,0.0002406862,1,5
"55",5,1,"conf_478",250,10,2.9339624849,1,5
"56",5,1,"conf_478",500,10,2.9339624849,1,5
"57",5,1,"conf_478",1500,10,1.1202436552,1,5
"58",5,1,"conf_478",2500,10,0.2777648051,1,5
"59",5,1,"conf_478",5000,10,0.0071345315,1,5
"60",5,1,"conf_478",7500,10,0.0002959884,1,5
"61",5,1,"conf_478",250,11,4.8497371665,1,5
"62",5,1,"conf_478",500,11,2.2505935514,1,5
"63",5,1,"conf_478",1500,11,0.9287680994,1,5
"64",5,1,"conf_478",2500,11,0.3458741906,1,5
"65",5,1,"conf_478",5000,11,0.0353188338,1,5
"66",5,1,"conf_478",7500,11,0.0004187303,1,5
"67",5,1,"conf_478",250,12,6.083922943,1,5
"68",5,1,"conf_478",500,12,5.81472909,1,5
"69",5,1,"conf_478",1500,12,0.9054072742,1,5
"70",5,1,"conf_478",2500,12,0.1870224792,1,5
"71",5,1,"conf_478",5000,12,0.0041753697,1,5
"72",5,1,"conf_478",7500,12,0.0001836589,1,5
"73",5,1,"conf_478",250,13,3.7119494939,1,5
"74",5,1,"conf_478",500,13,1.2002920855,1,5
